"party","MP"
"forskningsanslag","1.0"
"markkostnader","1.0"
"guld","1.0"
"hanterades","1.0"
"smalare","1.0"
"tråkigt","1.0"
"vuxenliv","1.0"
"respekterade","1.0"
"pärlband","1.0"
"klimatanpassningen","1.0"
"däribland","5.0"
"propaganda","1.0"
"asyl","1.0"
"sanering","1.0"
"spridning","2.0"
"matteböcker","1.0"
"gjort","49.0"
"kreditprövningen","2.0"
"slutskedet","1.0"
"föranleda","1.0"
"väg","33.0"
"eftersom","52.0"
"stannar","1.0"
"läromedlen","7.0"
"aktörerna","12.0"
"föranledd","1.0"
"återstår","1.0"
"fn-systemet","3.0"
"väl","58.0"
"vandringslederna","1.0"
"ordning","21.0"
"grön-röd-rosa","1.0"
"mångas","1.0"
"2013/14:39","1.0"
"blåslampa","1.0"
"negativ","6.0"
"reaktorernas","2.0"
"utpeka","1.0"
"strikta","1.0"
"annonserar","1.0"
"böter","1.0"
"politik","25.0"
"profession","3.0"
"intensifierat","1.0"
"vår","55.0"
"forskningsinstitutioner","2.0"
"målsättningen","2.0"
"önskvärt","1.0"
"bengt","1.0"
"jägarorganisationerna","1.0"
"lämpligt","3.0"
"idé","5.0"
"järnvägar","3.0"
"producerar","1.0"
"metoderna","2.0"
"300 000","2.0"
"unhcr","3.0"
"förmån","2.0"
"landets","8.0"
"lägenheterna","1.0"
"attraktiva","9.0"
"diesel","1.0"
"konferenser","1.0"
"klimatfinansiering","9.0"
"avbrotten","1.0"
"konferensen","1.0"
"åldrande","1.0"
"tvingande","2.0"
"rovdjuren","1.0"
"attraktivt","1.0"
"subventioner","20.0"
"erinrade","1.0"
"ingång","2.0"
"sluttande","1.0"
"fall","36.0"
"friluftsutövande","1.0"
"klimatförhandlingarna","8.0"
"landskap","4.0"
"bottniska","1.0"
"förföljelse","1.0"
"säker","7.0"
"lämpliga","5.0"
"lagar","5.0"
"stenhårt","2.0"
"utsättas","3.0"
"tydlig","35.0"
"fattigt","1.0"
"huruvida","8.0"
"kartläggas","1.0"
"smörja","1.0"
"privatsektorutveckling","1.0"
"foten","1.0"
"radiologiska","1.0"
"utbudet","6.0"
"friskolefrågorna","1.0"
"frågorna?","1.0"
"nionde","2.0"
"tillsynsåtgärder","1.0"
"oscarsson","5.0"
"fattiga","8.0"
"ingångsfaktor","1.0"
"viktning","1.0"
"hanterats","2.0"
"budgetläge","1.0"
"kreditprövning","3.0"
"runt","14.0"
"kreditprövningar","1.0"
"destinationer","2.0"
"tillgången","7.0"
"energiförsörjning","1.0"
"migrationspolitik","1.0"
"förvärvet","1.0"
"teorin","1.0"
"lagförändringar","3.0"
"transportarbetet","1.0"
"förvaltas","1.0"
"bekänner","1.0"
"förvaltar","2.0"
"europeiska","13.0"
"nordliga","1.0"
"åtagande","3.0"
"figurerat","3.0"
"likvärdigheten","6.0"
"lagen","13.0"
"skadlig","1.0"
"lagstiftning","20.0"
"stoppa","3.0"
"järnvägen","16.0"
"rekreationssynpunkt","1.0"
"annanstans","2.0"
"skärpning","2.0"
"regeringsformen","4.0"
"bestod","1.0"
"tyngd","1.0"
"allvarligt","8.0"
"skogsbruket","2.0"
"försvarsmakten","3.0"
"efterfrågats","1.0"
"hyressättningssystemet","1.0"
"experterna","1.0"
"slutrepliken","1.0"
"fattigdomsbekämpning","3.0"
"livsmedelsproducenter","1.0"
"mening:","1.0"
"beståndet","7.0"
"kungliga","1.0"
"grundfrågan","3.0"
"bestånden","1.0"
"önskvärd","1.0"
"årskurserna","2.0"
"kallad","2.0"
"arbetslösa","2.0"
"alexanderssons","1.0"
"laget","2.0"
"arbetslöse","1.0"
"decentralisering","2.0"
"olja","2.0"
"haddad","10.0"
"förvaltningsmyndigheter","1.0"
"huvudet","1.0"
"kanada","1.0"
"installationer","1.0"
"lättnader","1.0"
"krafterna","2.0"
"avgöras","2.0"
"härdkylningsfunktionerna","1.0"
"västländer","1.0"
"avbrott","3.0"
"avvecklingen","2.0"
"överenskommer","1.0"
"lägen","16.0"
"argumentera","1.0"
"läget","6.0"
"fara","1.0"
"läger","2.0"
"kunskapskälla","1.0"
"inköpstillfället","2.0"
"översvämningsmyggor","12.0"
"gävleborg","2.0"
"överenstämmelse","1.0"
"efterlevs","1.0"
"rullstolsbundna","1.0"
"allmänna","8.0"
"uppstod","4.0"
"kärnsäkerheten","1.0"
"meningar","2.0"
"sämsta","2.0"
"rörligheten","3.0"
"lärarlegitimationskravet","1.0"
"grundbultar","1.0"
"strålsäkerhetsmyndighet","1.0"
"vapen","4.0"
"passa","5.0"
"skogsstyrelsen","1.0"
"spännande","6.0"
"civilsamhälle","1.0"
"skogsråvara","1.0"
"förskjutning","1.0"
"demokratiminister","7.0"
"härifrån","1.0"
"kraft","16.0"
"knyter","1.0"
"konstruktiv","6.0"
"referera","2.0"
"fisketurism","1.0"
"människors","15.0"
"påbörjats","1.0"
"intendenten","1.0"
"klargör","3.0"
"miljöministern","5.0"
"återupprättas","1.0"
"flyktingar","15.0"
"infrastrukturmodeller","1.0"
"fäbodbrukare","1.0"
"indikation","5.0"
"verkligheten","3.0"
"sundin","1.0"
"årskursen","1.0"
"avgiftssystem","1.0"
"feltänkt","1.0"
"aggressiva","1.0"
"ställdes","3.0"
"minimera","1.0"
"sexåringar","11.0"
"pedagoger","1.0"
"skogsbrukets","1.0"
"fasa","9.0"
"utmed","1.0"
"omfamnas","1.0"
"turbulens","1.0"
"utrikesministern","3.0"
"fast","17.0"
"hemsida","4.0"
"uppmärksamhet","3.0"
"överenskommits","2.0"
"mandat","8.0"
"rymde","1.0"
"eniga","1.0"
"stöd","137.0"
"avhängigt","1.0"
"strukturfonderna","1.0"
"tryckfrihet","1.0"
"vinsterna","1.0"
"uppföra","1.0"
"fastighetsansvar","2.0"
"bekymrad","8.0"
"löfven","2.0"
"spelreglerna","1.0"
"pott","1.0"
"måluppfyllelse","3.0"
"meningen","2.0"
"förändringarna","2.0"
"understryka","14.0"
"kunskapsutveckling","6.0"
"post","2.0"
"systerpartier","1.0"
"länders","1.0"
"gagna","1.0"
"ifrågasätta","1.0"
"avseenden","2.0"
"banksektor","1.0"
"nina","63.0"
"eu-pengar","1.0"
"avseendet","2.0"
"arsenik","2.0"
"itu","4.0"
"knytas","2.0"
"miljard","9.0"
"nyproducerade","1.0"
"sakfrågan","7.0"
"unicef","2.0"
"rädsla","5.0"
"utredningsförslagen","1.0"
"sjöhistoriska","1.0"
"dämpning","1.0"
"religiöst","1.0"
"inkommit","3.0"
"strålkastarljus","1.0"
"prognoserna","1.0"
"strålskyddsdirektivet","1.0"
"flöda","1.0"
"konkretiserat","1.0"
"överklagandeprocessen","1.0"
"läggs","5.0"
"realistiskt","2.0"
"specificerade","1.0"
"läroplanens","1.0"
"hyreslägenheter","1.0"
"påverka","10.0"
"bristen","5.0"
"stärka","41.0"
"övningsverksamheter","1.0"
"företag","26.0"
"marknadshyror","2.0"
"brister","11.0"
"medborgarna","1.0"
"aktör","5.0"
"stärkt","3.0"
"lägga","30.0"
"tv-sändningar","1.0"
"kvalitetskraven","1.0"
"indikationen","1.0"
"billigt","1.0"
"stärks","3.0"
"överföring","3.0"
"utredas","5.0"
"mångfaldsperspektivet","1.0"
"reglerad","2.0"
"29 000","1.0"
"kämpa","1.0"
"försiktigt","1.0"
"underliggande","1.0"
"styra","8.0"
"klargjorde","1.0"
"spektakulära","1.0"
"tågets","1.0"
"intressenter","1.0"
"pedagogik","1.0"
"samtliga","19.0"
"resor","1.0"
"reglerar","7.0"
"nedprioriterat","1.0"
"regleras","2.0"
"person-","1.0"
"frankrike","1.0"
"reglerat","1.0"
"punkten","4.0"
"milda","1.0"
"överföras","1.0"
"punkter","3.0"
"brygga","2.0"
"unge","2.0"
"svårbegripligt","1.0"
"överleva","2.0"
"matartransporter","1.0"
"unga","24.0"
"konkurrenskraft","3.0"
"rekreationsvärdena","1.0"
"avsätta","5.0"
"tilläggsdirektiv","2.0"
"stunden","1.0"
"finansinspektionens","3.0"
"instansordning","1.0"
"fäbodbruk","1.0"
"srhr-frågorna","1.0"
"rekreationsvärde","1.0"
"handla","2.0"
"procents","2.0"
"bemanningskrav","3.0"
"nyprövning","2.0"
"mattats","1.0"
"kinberg","1.0"
"bostadsrätter","3.0"
"fundamentala","1.0"
"brottet","1.0"
"lyssnade","2.0"
"asylmottagande","1.0"
"meddelat","1.0"
"avsätts","7.0"
"förordande","1.0"
"fördjupade","2.0"
"överlämnat","1.0"
"rädda","2.0"
"handläggas","1.0"
"city","1.0"
"läsplattor","1.0"
"jämtlandsfjällen","1.0"
"hyressättning","1.0"
"framtagandet","1.0"
"hemma","2.0"
"patenträttens","1.0"
"unik","3.0"
"infrastrukturproposition","1.0"
"ursprungsmärkning","1.0"
"2000-talet","1.0"
"energisystem","1.0"
"klimatfinansieringspengar","1.0"
"väldigt","107.0"
"satsningar","24.0"
"reste","1.0"
"stilla","1.0"
"garanterar","6.0"
"garanterat","1.0"
"betonat","1.0"
"betonar","1.0"
"hanterade","1.0"
"åter","7.0"
"rasismen","5.0"
"enstaka","1.0"
"tyngre","6.0"
"tillsättas","3.0"
"attraktivare","1.0"
"investeringsstöd","2.0"
"slutsats","2.0"
"tekniköverföring","8.0"
"jönköping","1.0"
"relationsändringen","1.0"
"märks","3.0"
"gunilla","2.0"
"skolform","3.0"
"såklart","12.0"
"norden","3.0"
"socialdemokratiska","1.0"
"bordet","3.0"
"finnés","2.0"
"våldsutsatta","1.0"
"dn:s","1.0"
"framtidstro","1.0"
"lägre","6.0"
"luftföroreningar","1.0"
"försäkra","12.0"
"hammarbergh","1.0"
"reda","6.0"
"översvämningsmyggen","1.0"
"fyndomhändertagandet","1.0"
"funderingar","1.0"
"moderniseras","2.0"
"handlägger","2.0"
"redo","2.0"
"drömmar","1.0"
"famla","1.0"
"effektueras","1.0"
"hastar","2.0"
"högsta","3.0"
"kommuninvånarna","1.0"
"ja-","1.0"
"lewin","1.0"
"vattenkraftverk","3.0"
"otydliga","2.0"
"intryck","2.0"
"ambitionshöjning","1.0"
"investeringarna","3.0"
"uppskattning","2.0"
"vardag","7.0"
"propositioner","1.0"
"alternativ","22.0"
"prioritera","8.0"
"akademiskt","3.0"
"miljötillståndet","1.0"
"själva","17.0"
"väljarna","3.0"
"bilen","2.0"
"otydligt","1.0"
"igår","1.0"
"fukushima","2.0"
"satsningen","4.0"
"norröver","1.0"
"marknadsmässigt","1.0"
"mediemarknaden","1.0"
"mindre","30.0"
"dagspressen","1.0"
"besvärlig","2.0"
"sköta","3.0"
"underhålla","1.0"
"beslutet","16.0"
"seriös","3.0"
"utvecklat","5.0"
"kväll","1.0"
"utvecklas","20.0"
"hyresstatistik","6.0"
"fortsatta","8.0"
"telenätet","3.0"
"kulturinstitutioners","1.0"
"utvecklar","1.0"
"besluten","8.0"
"tillståndslöst","2.0"
"fortsatte","1.0"
"saktfärdighet","1.0"
"museerna","14.0"
"anledningen","17.0"
"jag","1446.0"
"egentligen","27.0"
"underhålls","1.0"
"samrådet","6.0"
"jan","20.0"
"skött","3.0"
"initiativet","1.0"
"långsiktighet","7.0"
"propositionen","6.0"
"1 kap","1.0"
"nivå","14.0"
"svåra","9.0"
"synergieffekterna","1.0"
"initiativen","1.0"
"minskning","1.0"
"frågat","73.0"
"frågar","5.0"
"miljönytta","1.0"
"bekämpningsmetoden","1.0"
"frågan","215.0"
"finanspolitiska","1.0"
"energidepartementet","1.0"
"upprustning","7.0"
"svårt","24.0"
"avstått","1.0"
"rättsväsen","1.0"
"gustav","1.0"
"bilköerna","1.0"
"skolverket","11.0"
"utvecklad","2.0"
"alternativet","5.0"
"användning","6.0"
"alternativen","1.0"
"miljööverdomstolen","4.0"
"avisera","1.0"
"persontrafik","2.0"
"tv-sändning","1.0"
"uppmana","1.0"
"3,25","3.0"
"föredragning","1.0"
"statsminister","1.0"
"rekrytera","1.0"
"biståndsmedel","1.0"
"släppa","1.0"
"vidtagits","5.0"
"miljöbilar","2.0"
"insynsrådet","1.0"
"handel","3.0"
"blandning","1.0"
"utbildningsdepartementet","2.0"
"handen","3.0"
"interpellationsfrågan","1.0"
"kvantitet","1.0"
"välja","15.0"
"taket","1.0"
"rationella","1.0"
"förslag","94.0"
"trafiksäkerhetsmässigt","1.0"
"anförande","9.0"
"vänsterpartisten","1.0"
"funderare","2.0"
"rullbanor","1.0"
"härlig","1.0"
"dagbladet","2.0"
"nytta","11.0"
"släppt","1.0"
"urholka","1.0"
"skärpta","4.0"
"betett","2.0"
"hushåll","5.0"
"klimatinsatser","3.0"
"senare","11.0"
"samhällsinformation","1.0"
"igång","11.0"
"ruckar","1.0"
"försvinner","1.0"
"verklighetsbeskrivning","1.0"
"biståndsfokus","1.0"
"tidigare:","1.0"
"jämlikt","2.0"
"åtaganden","8.0"
"sverigedemokraternas","1.0"
"bostadsmarknad","1.0"
"ebolautbrottet","1.0"
"miljonprogramsområdena","2.0"
"huvudmannaskap","2.0"
"oacceptabelt","1.0"
"snabbhastighetstågen","1.0"
"vändas","3.0"
"skåne","2.0"
"inställning","5.0"
"hållbarhetsmålen","1.0"
"instanserna","1.0"
"åtagandet","2.0"
"nödlidande","1.0"
"påtryckningar","1.0"
"över","154.0"
"ökningen","2.0"
"tillhandahåller","1.0"
"tillsammans","41.0"
"totalen","1.0"
"förtydligades","1.0"
"senast","8.0"
"anledningar","4.0"
"synd","4.0"
"motivet","1.0"
"förringar","1.0"
"uppfattade","8.0"
"förklaring","2.0"
"uppbringa","1.0"
"trafikeringen","1.0"
"åtta","32.0"
"förbannad","2.0"
"flyktingavräkningen","1.0"
"förminskar","1.0"
"resan","1.0"
"kärnkraftreaktorers","1.0"
"partier","39.0"
"ingalunda","1.0"
"nettonytta","1.0"
"populationen","2.0"
"bedömningsstöden","2.0"
"framhävs","1.0"
"sammanfattning","1.0"
"pojkars","1.0"
"populationer","1.0"
"stockholmspolitiker","1.0"
"fredrik","24.0"
"australien","1.0"
"enskildas","1.0"
"systemen","2.0"
"befinna","1.0"
"politikpaletten","1.0"
"systemet","14.0"
"förnyade","1.0"
"biståndsområdet","2.0"
"fråga:","2.0"
"förankrat","1.0"
"tvisten","1.0"
"grundinställningen","1.0"
"grundprincip","2.0"
"reko","1.0"
"medverka","3.0"
"könsrelaterade","1.0"
"förankrad","2.0"
"internflyktingar","1.0"
"kulturturism","1.0"
"bredbandsutbyggnad","5.0"
"konkurrensutsatt","1.0"
"motorvägsnätet","1.0"
"samrådsförfarandet","1.0"
"utskottets","1.0"
"rimlighet","1.0"
"5 §","1.0"
"strålsäkerhetsmyndigheten","12.0"
"700-megahertzbandet","4.0"
"kemikaliefrågorna","1.0"
"intresset","4.0"
"klimatutsläpp","5.0"
"konstaterade","1.0"
"administrativ","1.0"
"rent","5.0"
"klimatfrågorna","2.0"
"stadda","1.0"
"vänder","2.0"
"flexibilitet","1.0"
"får","204.0"
"rena","2.0"
"intressen","11.0"
"gränsöverskridande","1.0"
"matproducenterna","1.0"
"förälder","1.0"
"kommission","3.0"
"arbetsgivaravgiften","2.0"
"staden","2.0"
"prioriteras","3.0"
"prioriterat","1.0"
"geni","1.0"
"indikationer","1.0"
"meriter","2.0"
"individuella","2.0"
"utlandet","1.0"
"prioriterar","9.0"
"finansiella","16.0"
"kombinatörerna","1.0"
"lodjur","1.0"
"hyra","7.0"
"egypten","1.0"
"vattendrag","12.0"
"motverka","12.0"
"prioriterad","7.0"
"vidtogs","1.0"
"planlägga","1.0"
"individuellt","2.0"
"utveckla","33.0"
"administrationen","2.0"
"rätta","8.0"
"antagna","1.0"
"bollats","1.0"
"amorteringar","1.0"
"undantag","11.0"
"- - -","1.0"
"bohlins","2.0"
"förvalta","3.0"
"prioriterade","2.0"
"flexibelt","4.0"
"undantas","1.0"
"beröras","3.0"
"jämställdhetsarbetet","2.0"
"inledningsvis","13.0"
"översvämning","1.0"
"klimatanpassning","1.0"
"freedom","1.0"
"kalhugger","1.0"
"judiska","1.0"
"skattefrågor","1.0"
"förordningsändringar","1.0"
"avstånd","3.0"
"återställa","1.0"
"debatt","36.0"
"igenom","17.0"
"regeringspartierna","2.0"
"framgångsrik","2.0"
"rovdjursstammarna","1.0"
"sänka","5.0"
"riksdagsledamöterna","2.0"
"lärar-","2.0"
"synvinkel","1.0"
"produktionskraft","1.0"
"myggpopulationen","1.0"
"upptäcka","1.0"
"utbildningsuppdraget","1.0"
"gynnas","1.0"
"gynnar","6.0"
"avlämnat","1.0"
"sakliga","1.0"
"beslutat","8.0"
"strategiskt","2.0"
"beslutar","3.0"
"beslutas","3.0"
"olycklig","2.0"
"ku-anmält","1.0"
"östersunds-posten","1.0"
"jämförelselägenheter","1.0"
"skyttegravskrig","1.0"
"sakligt","1.0"
"eu-håll","1.0"
"tågpendlar","1.0"
"lärare","88.0"
"samverkande","1.0"
"bärare","1.0"
"emotser","1.0"
"strategiska","3.0"
"sambandet","1.0"
"oanvändbart","2.0"
"england","1.0"
"tvivlar","1.0"
"aktiviteter","1.0"
"räcka","2.0"
"överskatta","1.0"
"tillsynsarbete","1.0"
"frångår","1.0"
"kommuns","1.0"
"kärnsäkerhetsdirektivet","1.0"
"patentens","1.0"
"tankesmedjan","1.0"
"klimatmål?","1.0"
"beredningsunderlag","1.0"
"vägtransporter","4.0"
"komponent","4.0"
"antagit","3.0"
"våldsamhet","1.0"
"träda","3.0"
"grundskoleutredningen","7.0"
"syfte","12.0"
"inkomster","3.0"
"landsbygdsprogram","1.0"
"början","18.0"
"atomansvarighetslagen","1.0"
"flygbussarna","1.0"
"börjat","3.0"
"rett","1.0"
"börjar","16.0"
"tillgänglighet","3.0"
"förvaltningsformer","1.0"
"levandegöra","1.0"
"budgetalternativet","1.0"
"vardagen","3.0"
"verksamhetsutövare","1.0"
"utrymmet","1.0"
"kommersiellt","1.0"
"respekt","13.0"
"specialutställningar","2.0"
"förvaltning","2.0"
"utesluta","1.0"
"likaså","1.0"
"rest","1.0"
"bidragsminskning","1.0"
"pressträffen","1.0"
"gett","16.0"
"krav","43.0"
"verksamhetsområden","1.0"
"dödsdom","1.0"
"slutligen","6.0"
"tonvikten","3.0"
"hårda","1.0"
"resa","11.0"
"baylan","4.0"
"läxan","1.0"
"berörde","2.0"
"ku-anmäld","1.0"
"front","2.0"
"berörda","11.0"
"maximalt","2.0"
"lugn","2.0"
"eftervalsdebatt","1.0"
"förfarandet","1.0"
"ramverk","5.0"
"än","126.0"
"storstadsområdena","1.0"
"utsatts","2.0"
"kvantifieras","1.0"
"är","2218.0"
"mellersta","1.0"
"energisnålare","1.0"
"finansministerns","1.0"
"stockholmsregionen","2.0"
"procentandel","1.0"
"fläck","1.0"
"barnperspektivet","1.0"
"armlängds","1.0"
"forskningsfinansiärer","1.0"
"linjer","2.0"
"vägsektor","1.0"
"kunskapsläget","2.0"
"arbetskraftsbrist","1.0"
"luft","4.0"
"järnvägspolitiken","1.0"
"miljön","10.0"
"samhälle</em>","1.0"
"eventuella","6.0"
"år","148.0"
"genomgång","1.0"
"drivs","17.0"
"defensiv","1.0"
"leddes","1.0"
"synpunkter","16.0"
"åt","30.0"
"brukar","6.0"
"driva","19.0"
"förenligt","4.0"
"majoriteter","1.0"
"direkta","4.0"
"begränsning","1.0"
"berättar","2.0"
"skärper","1.0"
"välfungerande","2.0"
"kollektivavtal","1.0"
"arbetats","1.0"
"utsatta","7.0"
"vägslitage","1.0"
"90-talskrisen","1.0"
"rullbanan","1.0"
"kärnkraftsanläggningarna","1.0"
"rekryteringsbas","2.0"
"uttrycktes","1.0"
"avsteg","1.0"
"teknikerna","1.0"
"kapacitet","10.0"
"strandlivet","1.0"
"marinmuseum","1.0"
"elektrifiering","1.0"
"turism","3.0"
"majoriteten","8.0"
"hända","2.0"
"bredbandskartläggningen","1.0"
"grundvattnet","1.0"
"avlopp","1.0"
"hände","1.0"
"sämre","5.0"
"grön","1.0"
"strålskyddslagen","1.0"
"naturhantering","1.0"
"framtid","11.0"
"helst","12.0"
"förstärkning","5.0"
"desperat","1.0"
"generationsmål","1.0"
"konsekvensanalyser","2.0"
"drk:s","1.0"
"personalkategorier","1.0"
"konsekvensanalysen","3.0"
"obalanser","2.0"
"djupare","2.0"
"miljö-","11.0"
"nedtrappning","1.0"
"bakterien","1.0"
"bortse","4.0"
"detta","338.0"
"jobb","10.0"
"nationell","11.0"
"bostadsplaneringskommitténs","1.0"
"plan-","8.0"
"mobilisera","3.0"
"gratulationerna","2.0"
"miljökvalitetsmål","3.0"
"återkalla","1.0"
"jul","1.0"
"kravet","2.0"
"skyltar","1.0"
"lönsamhet","1.0"
"uppnå","14.0"
"parti","25.0"
"kraven","12.0"
"bensin","1.0"
"mödrahälsovård","1.0"
"fortbildningen","1.0"
"överenskommelse","8.0"
"entréintäkter","1.0"
"delegera","4.0"
"internettjänst","2.0"
"batra","1.0"
"vintern","3.0"
"klimataspekter","1.0"
"skärgård","6.0"
"fjärdedel","2.0"
"likadant","2.0"
"skolhuvudmännen","1.0"
"framkomlig","1.0"
"ländernas","3.0"
"erfarenheter","12.0"
"tillkomma","2.0"
"fiskeintresset","1.0"
"bråkdel","1.0"
"feministiska","1.0"
"utföras","2.0"
"behovet","23.0"
"innovationsklimat","1.0"
"bemanning","4.0"
"genast","1.0"
"föreskrivs","1.0"
"skärpas","3.0"
"tätortsnära","1.0"
"mittmedia","1.0"
"behoven","2.0"
"avsaknad","1.0"
"överdrivet","1.0"
"trafikomflyttningarna","1.0"
"miljöutfallet","1.0"
"generella","5.0"
"huvudmännen","2.0"
"breda","11.0"
"andemeningen","1.0"
"stabilt","2.0"
"bredd","2.0"
"kriterierna","1.0"
"friluftspolitikens","2.0"
"energipolitikens","1.0"
"miljölagstiftningen","1.0"
"sammanfattningsvis","4.0"
"eu-samarbetet","1.0"
"säkerhetshöjande","1.0"
"ideella","3.0"
"mckinsey","1.0"
"handvändning","1.0"
"fennovoima","2.0"
"skolfrågor","1.0"
"friskoleföretag","1.0"
"bortom","2.0"
"historia","18.0"
"falsk","1.0"
"kris","5.0"
"icke-handlande","2.0"
"hushållningskraven","1.0"
"använt","4.0"
"hänga","2.0"
"vattenverksamhet","2.0"
"säkerhetsförbättringar","2.0"
"generellt","11.0"
"stängningen","1.0"
"behörighetsreform","1.0"
"konfliktförebyggande","1.0"
"misslyckade","2.0"
"skyldiga","3.0"
"krig","11.0"
"kemikalieinspektionens","1.0"
"kronor","52.0"
"observationsåtgärder","1.0"
"stabila","1.0"
"expert","3.0"
"skjuta","2.0"
"formulering","1.0"
"räknades","2.0"
"konstaterats","2.0"
"lärarrekrytering","1.0"
"utvidgat","1.0"
"hagmarkerna","1.0"
"beloppet","2.0"
"debattsystemet","1.0"
"opinionsbildning","2.0"
"redovisning","5.0"
"siktet","1.0"
"förebyggas","1.0"
"persontransporter","1.0"
"välfärden","10.0"
"genomförandeplan","1.0"
"ansträngningar","3.0"
"kanalisera","1.0"
"sjukdomen","1.0"
"för","2060.0"
"ministerrådet","3.0"
"bondförnuftet","1.0"
"kärnfrågan","1.0"
"finansieringsmodellen","1.0"
"boende","10.0"
"återse","1.0"
"medfinansieringsanslaget","1.0"
"miljonprogrammet","1.0"
"elektricitet","1.0"
"coenraads","3.0"
"döda","1.0"
"etablera","7.0"
"blunda","1.0"
"hållbar","21.0"
"valt","9.0"
"klassrumsgolvet","1.0"
"eleverna","28.0"
"kollektivisering","1.0"
"kamp","1.0"
"anmälan","2.0"
"mobiltelefoni","1.0"
"problembeskrivningen","1.0"
"december","14.0"
"pethrus","6.0"
"auktioneringen","1.0"
"kolsänkor","1.0"
"vakt","3.0"
"bundna","1.0"
"sida","34.0"
"uthålliga","1.0"
"hatbrott","8.0"
"timbro","1.0"
"hänvisa","4.0"
"började","4.0"
"plats","43.0"
"miljöförstöring","3.0"
"jordbruksnäringen","1.0"
"hjulspår","1.0"
"tillämpningen","10.0"
"företrädde","1.0"
"områdesförhållanden","1.0"
"luta","4.0"
"vant","1.0"
"regionaliserad","1.0"
"klippavsatser","1.0"
"miljarderna","1.0"
"energibeskattningen","2.0"
"falla","2.0"
"klimatpåverkande","2.0"
"mediepolitiska","2.0"
"adsl","3.0"
"förebygger","1.0"
"verktyget","1.0"
"hindra","2.0"
"verktygen","3.0"
"intressenterna","1.0"
"sämst","2.0"
"samarbetsregeringen","4.0"
"wiwi-anne","1.0"
"kollektivtrafiknära","2.0"
"lever","17.0"
"kvalitativa","2.0"
"överläggningen","1.0"
"passerat","2.0"
"ihåg","3.0"
"klimatfrågan","1.0"
"marknadsekonomi","1.0"
"olofsson","1.0"
"krom","2.0"
"sco-överenskommelsen","1.0"
"grossistprodukt","1.0"
"myndighetssidan","2.0"
"tigrar","1.0"
"nedläggning","4.0"
"allting","2.0"
"spridningen","2.0"
"förhoppningar","1.0"
"perifera","1.0"
"var:","1.0"
"förvånad","8.0"
"miljökrav","4.0"
"samhällsplanering","4.0"
"ledningstjänster","1.0"
"argumenterade","2.0"
"överintendenten","1.0"
"återta","1.0"
"missat","1.0"
"total","2.0"
"andraspråk","1.0"
"klimatansvar","1.0"
"authorisations","1.0"
"kan","598.0"
"nedsatta","1.0"
"slutkunderna","3.0"
"matta","1.0"
"obefintlig","1.0"
"initiative","1.0"
"social","2.0"
"svår","4.0"
"fråga","157.0"
"tillämpningar","3.0"
"illa","3.0"
"energikonsumenter","1.0"
"samråder","2.0"
"studium","1.0"
"tillhandahålla","1.0"
"fall?","1.0"
"direktiven","2.0"
"förhållandena","2.0"
"björn","1.0"
"extrem","1.0"
"stränder","3.0"
"kapa","1.0"
"direktivet","1.0"
"företrädda","1.0"
"verksamheterna","2.0"
"märker","3.0"
"avväga","1.0"
"kompetensutveckling","4.0"
"sikt","23.0"
"kantrubrik","121.0"
"inklusive","11.0"
"nordic","3.0"
