"party","V"
"kraftnät","1.0"
"diagnosen","1.0"
"pekats","1.0"
"trafik-","1.0"
"trycka","5.0"
"svaga","4.0"
"inlett","2.0"
"uppdragsbeskrivningen","1.0"
"säte","2.0"
"agalagen","1.0"
"oerhörd","2.0"
"eventet","1.0"
"ungdomsgruppen","1.0"
"miljöskadlig","1.0"
"boverket","1.0"
"uppenbart","6.0"
"intervjuat","1.0"
"förgriper","1.0"
"bromsa","1.0"
"hjärta","1.0"
"förut","3.0"
"partikamrater","3.0"
"slippa","2.0"
"öppnade","1.0"
"uppenbara","2.0"
"rebellernas","1.0"
"icke-demokratiska","2.0"
"slump","1.0"
"skattenedsättningar","3.0"
"finland","24.0"
"häktet","3.0"
"bestialiskt","2.0"
"förhoppning","2.0"
"hemlandet","2.0"
"veta","15.0"
"dras","4.0"
"tillämpning","1.0"
"patriarkatet","1.0"
"ogenomtänkta","1.0"
"instruktionerna","1.0"
"penetrerades","1.0"
"skydda","6.0"
"häkten","1.0"
"skärpts?","1.0"
"arbetsmarknadens","4.0"
"betyda","4.0"
"sades","3.0"
"gäller","136.0"
"integritetskränkningar","1.0"
"swedbank","1.0"
"föreställa","3.0"
"flyktingläger","1.0"
"medarbetare","2.0"
"hälsoproblem","3.0"
"drev","1.0"
"arbetsbördan","1.0"
"utförsäkrade","1.0"
"kränkt","1.0"
"återigen:","2.0"
"motsatsen","2.0"
"företrädarna","3.0"
"buchts","1.0"
"åren;","1.0"
"rutinerna","1.0"
"kär","1.0"
"vidtagit","1.0"
"tillbakadragande","1.0"
"beredning","3.0"
"sådan","24.0"
"krävande","1.0"
"positioner","1.0"
"tågoperatörerna","1.0"
"seniormässan","1.0"
"burma","1.0"
"självbild","1.0"
"markplan","1.0"
"utslitna","1.0"
"skrev","4.0"
"antar","1.0"
"näringsdepartementet","4.0"
"antas","1.0"
"antal","15.0"
"kår","1.0"
"dag?","3.0"
"byggstart","4.0"
"anammat","1.0"
"dag:","1.0"
"kunde","26.0"
"jättemånga","3.0"
"dag;","1.0"
"doktorander;","1.0"
"gränser","2.0"
"bucht:","1.0"
"utbildning","20.0"
"örebro","1.0"
"bostadsstandard","1.0"
"gränsen","4.0"
"städernas","1.0"
"armarna","2.0"
"saker?","1.0"
"planetens","1.0"
"licenserna","2.0"
"kreditinstitut","1.0"
"tyder","1.0"
"lands","3.0"
"vetorätt","1.0"
"städerna","1.0"
"avhandlar","1.0"
"avhandlas","1.0"
"våldet","2.0"
"marknaden","13.0"
"minst","24.0"
"självuppfyllande","1.0"
"lagändring","2.0"
"valfrihetsreformer","1.0"
"tillräckligt","11.0"
"dags","9.0"
"mätte","1.0"
"strategin","2.0"
"forskningssverige","1.0"
"grannländer","3.0"
"begreppet","1.0"
"detta?","5.0"
"mätts","1.0"
"nödlösningar","1.0"
"perrongen","1.0"
"tillräckliga","4.0"
"marknader","1.0"
"om:","1.0"
"folkgrupp","1.0"
"om?","1.0"
"bolagen","4.0"
"använder","10.0"
"ola","1.0"
"betydelsen","3.0"
"tillsynsmyndighet","1.0"
"tanke","9.0"
"viktig","38.0"
"interpellanten","2.0"
"innefattar","3.0"
"mobiliserar","1.0"
"katastrof","2.0"
"satsa","12.0"
"angelägenhet","1.0"
"bolaget","5.0"
"annika","5.0"
"besinningslösa","1.0"
"rummet","6.0"
"hyressättningsmodell","2.0"
"minut","1.0"
"minus","3.0"
"civilklädd","1.0"
"narkotikaklassade","1.0"
"ålder","2.0"
"behandlad","1.0"
"<em>klimaträttvisa</em>","1.0"
"flertalet","1.0"
"bostadsbolagen","1.0"
"kenya","1.0"
"vikten","3.0"
"isoleringar","1.0"
"budskap?","1.0"
"andrahandshyrorna","1.0"
"blev","22.0"
"tyckas","1.0"
"användas","6.0"
"vaksam","1.0"
"lappkast","1.0"
"europakonventionen","1.0"
"anställningstid","1.0"
"snabbheten","1.0"
"gränsar","1.0"
"a-kassa","2.0"
"satts","1.0"
"noga","2.0"
"ont","2.0"
"missriktade","1.0"
"behandlas","1.0"
"behandlat","1.0"
"förvirring","1.0"
"behandlar","5.0"
"växande","2.0"
"lugnare","1.0"
"rödgrön","1.0"
"årets","1.0"
"sektorns","2.0"
"förbundsdagen","2.0"
"landsbygdens","5.0"
"fullfölja","1.0"
"ansvarsutkrävande","1.0"
"åklagaren","3.0"
"nyttja","1.0"
"vacker","1.0"
"sexualisering","1.0"
"minskar","9.0"
"säkerhetssystem","3.0"
"erkännandena","1.0"
"minskas","1.0"
"minskat","6.0"
"eskil","1.0"
"ditt?","1.0"
"normalisering","1.0"
"naturvårdsverkets","1.0"
"utökningen","1.0"
"traditionen","1.0"
"förtroendeskapande","1.0"
"dyrare?","1.0"
"minskad","1.0"
"granskats","2.0"
"5 700","1.0"
"utrikesministerns","2.0"
"region","6.0"
"traditioner","2.0"
"fysiska","1.0"
"support","1.0"
"godsmängder","1.0"
"otroligt","3.0"
"oroa","2.0"
"euro","1.0"
"destination","1.0"
"nackdel","2.0"
"jätteresurs","1.0"
"högt","5.0"
"drog","2.0"
"konflikten","5.0"
"betyg","1.0"
"stämningar","1.0"
"konflikter","8.0"
"tycka","5.0"
"rättigheter","38.0"
"intensivuppfödning","1.0"
"rättigheten","1.0"
"höga","14.0"
"föras","3.0"
"dane","1.0"
"årsbasis","2.0"
"blir","132.0"
"datalagring","3.0"
"funnits","3.0"
"ord","11.0"
"tvinga","2.0"
"licens","1.0"
"verkställa","2.0"
"förbi","1.0"
"logiken","1.0"
"begränsningar","2.0"
"investera","5.0"
"tillåts","3.0"
"platsbrist","1.0"
"verklighet","6.0"
"uppräkning","1.0"
"oro","19.0"
"informell","1.0"
"förordning","1.0"
"ort","2.0"
"politiker","8.0"
"damm","1.0"
"ovanför","3.0"
"politiken","15.0"
"likheterna","1.0"
"kristinehamn","1.0"
"verkställs","1.0"
"tyckt","1.0"
"tycks","2.0"
"framförde","1.0"
"inspireras","1.0"
"grannland","1.0"
"utlokaliseringar","1.0"
"procentsats","1.0"
"bakgrundsfaktorer","1.0"
"miljöministrar","1.0"
"oss","82.0"
"magen","1.0"
"problem","60.0"
"cigarettpaketen","1.0"
"kasta","1.0"
"hbtq-rörelse","1.0"
"vackra","2.0"
"betänkande","2.0"
"erbjuda","4.0"
"generaldirektörer","3.0"
"löntagarna","1.0"
"landshövdingen","1.0"
"förde","1.0"
"främsta","4.0"
"saudiarabien","3.0"
"myndighetspersonal","1.0"
"katarina","3.0"
"alliansregeringens","1.0"
"oron","4.0"
"generaldirektören","1.0"
"tvåstatslösning","6.0"
"utan","116.0"
"erkännandet?","1.0"
"vidmakthållas","1.0"
"garantipension","1.0"
"reglera","2.0"
"bokstavligen","1.0"
"utgångspunkt","8.0"
"stadsutvecklingsminister","2.0"
"skrivningarna","1.0"
"migrationsöverdomstolen?","1.0"
"tidsplan","3.0"
"mest?","1.0"
"generösa","1.0"
"murar","1.0"
"söka","17.0"
"intranät","1.0"
"storstadsregionen","1.0"
"lider","3.0"
"rektorernas","1.0"
"djurliv","1.0"
"konsekvenserna","6.0"
"registerdom","1.0"
"biståndspolitik","1.0"
"skatteparadis","2.0"
"faktum","8.0"
"engagerade","3.0"
"autonomin","1.0"
"försämring","1.0"
"höja","11.0"
"migrationsöverdomstolens","1.0"
"höjd","2.0"
"tjänsten","2.0"
"spekulanten","3.0"
"bredbandspolitiken","1.0"
"tjänster","4.0"
"träffas","1.0"
"träffat","6.0"
"påtryckare","2.0"
"rökningen","1.0"
"data","1.0"
"betytt","1.0"
"däremot","13.0"
"marginaliserad","1.0"
"norm","2.0"
"håll","18.0"
"rätten","17.0"
"utrikespolitiska","6.0"
"sanningen","2.0"
"kritiserar","4.0"
"strängare","2.0"
"likt","1.0"
"kritiserat","3.0"
"riskkapitalbolag","1.0"
"tusentals","6.0"
"förvaras","1.0"
"umgås","2.0"
"brist","2.0"
"lika","29.0"
"glasklar:","1.0"
"amerikansk-europeiska","1.0"
"mesta","1.0"
"almedalen","2.0"
"ålund","1.0"
"tillståndsplikt","2.0"
"forskningsprojekt","1.0"
"domstol?","1.0"
"nedslag","1.0"
"instrumentet","1.0"
"tredjedel","1.0"
"council","1.0"
"trafikverket","4.0"
"sökt","1.0"
"höll","1.0"
"framfart","2.0"
"landstingsråd","1.0"
"privatisera","1.0"
"muren","2.0"
"negligerar","1.0"
"anordnade","1.0"
"tycker","152.0"
"utredningen","25.0"
"ungdomars","1.0"
"snabbenkät","1.0"
"framtidskommissionen","1.0"
"isoleringen","7.0"
"regimer","1.0"
"färdig","3.0"
"kön","2.0"
"2007-2009","1.0"
"lima","1.0"
"will","1.0"
"kör","1.0"
"utökade","1.0"
"samhällsproblem","2.0"
"fattigpensionärer","6.0"
"krediter","3.0"
"förvänta","2.0"
"norr","1.0"
"(forts","1.0"
"driftar","1.0"
"säkerhetskraven","2.0"
"glasklart","1.0"
"deltagande","2.0"
"stadsdelar","1.0"
"moderna","4.0"
"teknik","5.0"
"premisser","1.0"
"kulturminister","1.0"
"fåtal","2.0"
"myndighet","8.0"
"partiers","1.0"
"exportera","2.0"
"forskaridealet","1.0"
"höra","18.0"
"samhällsgrupper","1.0"
"investeringsskyddet","7.0"
"modernt","3.0"
"samhällsgruppen","1.0"
"utsläpp","5.0"
"rättssäkert","2.0"
"riskera","1.0"
"förenlig","2.0"
"utforma","2.0"
"typiska","1.0"
"kongos","1.0"
"folkhälsomyndigheten","3.0"
"neutral","1.0"
"omdiskuterad","1.0"
"afrika","4.0"
"fungera","7.0"
"landsbygdsutvecklingen","2.0"
"överallt","2.0"
"gillar","1.0"
"förhållanden","11.0"
"journalist","3.0"
"citat:","3.0"
"också?","1.0"
"ankommer","1.0"
"möjligtvis","1.0"
"överlägset","1.0"
"otydlig","2.0"
"förklarat","1.0"
"riksrevisionen","5.0"
"förstärks","1.0"
"hårt","8.0"
"förstärkt","1.0"
"initiativ","13.0"
"tillväxten","1.0"
"förstärka","2.0"
"lokalredaktioner","1.0"
"procent","55.0"
"hbtq-grupper","2.0"
"visstidsanställningar","2.0"
"hård","3.0"
"slumpmässigt","1.0"
"hört","5.0"
"veckor","6.0"
"enorm","1.0"
"kraftvärme","1.0"
"kongo?","1.0"
"normala?","1.0"
"glädjande","5.0"
"licenser","4.0"
"sprututbytesverksamhet","4.0"
"radikalt","1.0"
"kunden","2.0"
"utsläppskrediter","1.0"
"beslut","55.0"
"hörs","1.0"
"ojämna","1.0"
"liberal","1.0"
"vinstmaximering","1.0"
"mediegranskning","1.0"
"innovationer","2.0"
"vistelsen","2.0"
"uppsåt","2.0"
"ansträngda","1.0"
"blekhet","1.0"
"kulturministern","6.0"
"skolor","6.0"
"synergieffekter","1.0"
"förbund","2.0"
"givetvis","10.0"
"lita","12.0"
"kontroll","4.0"
"hutlösa","1.0"
"övergripande","3.0"
"lite","81.0"
"recidiv","1.0"
"tillvarata","1.0"
"tvistlösningsmekanism","1.0"
"redovisningen","2.0"
"par","6.0"
"berätta","5.0"
"försäkringskraven","1.0"
"förfarande","1.0"
"utfall","1.0"
"affärsmodell","1.0"
"oroliga","3.0"
"verktyg","5.0"
"analysen","2.0"
"analyser","3.0"
"bakar","1.0"
"beskedet","4.0"
"utrikespolitik","5.0"
"asylsökande","4.0"
"slutade","1.0"
"budgettexten","1.0"
"forskarna","2.0"
"vänster","6.0"
"pbl","1.0"
"styrelser","1.0"
"ambassader","1.0"
"kvinnorna","11.0"
"kristdemokrater","1.0"
"maskulinitetsideal","1.0"
"mottagligt","1.0"
"utvisas","1.0"
"tvivelaktigt","1.0"
"instrument","2.0"
"presstödskommitténs","1.0"
"wallmark","1.0"
"kärnkraftsreaktorer","3.0"
"ansvarslös","1.0"
"confinement","1.0"
"marknadshyror?","1.0"
"förhandlingarna","3.0"
"felaktig","1.0"
"avseende","1.0"
"konsumentskyddet","1.0"
"tvivelaktiga","1.0"
"förutsättningarna","5.0"
"livsval","1.0"
"smittskyddsåtgärd","1.0"
"innehåll","4.0"
"snabblånen","5.0"
"intresserad","4.0"
"innehöll","2.0"
"snävt","1.0"
"prövning","3.0"
"dödligheten","2.0"
"service","5.0"
"ramarna","3.0"
"fylligt","1.0"
"ansåg","3.0"
"bjudit","1.0"
"hyreskontrakt","1.0"
"framme","1.0"
"vårdnadsbidraget","1.0"
"rättssäkerheten","6.0"
"etniska","1.0"
"hjärtlös","1.0"
"per","14.0"
"återgång","2.0"
"informationsspridning","1.0"
"räddningsverket","1.0"
"i-länderna","1.0"
"illegala","2.0"
"schulte","1.0"
"skyddade","2.0"
"månaderna","2.0"
"spegling","1.0"
"lönebildningen?","1.0"
"utfasningsplanen","1.0"
"socialpolitiska","1.0"
"betona","4.0"
"nämner","7.0"
"universiteten","2.0"
"underhållspengar","1.0"
"bygder","1.0"
"tematiska","1.0"
"integration","1.0"
"universitetet","1.0"
"illegalt","1.0"
"kriget","2.0"
"djuren","7.0"
"lagmässiga","1.0"
"tyckande","1.0"
"professorerna","1.0"
"delegering","1.0"
"interpellera","1.0"
"genomför","1.0"
"listor","1.0"
"institut","1.0"
"forskningsrapporter","1.0"
"självklarhet","4.0"
"demokratin","9.0"
"redovisas","2.0"
"regerings","1.0"
"väcker","1.0"
"riksdagsledamot","4.0"
"modellen","3.0"
"snickerier","1.0"
"ökas","1.0"
"ökar","11.0"
"oecd:s","2.0"
"ökat","10.0"
"sagt:","2.0"
"tårar","1.0"
"proportionerna","1.0"
"miljöministern:","1.0"
"nämnda","1.0"
"invandrarkvinnor","2.0"
"förhalande","1.0"
"ökad","7.0"
"riskerna","1.0"
"nämnde","9.0"
"handlingar","2.0"
"fn-rapporten","1.0"
"stämmer","8.0"
"troligt","1.0"
"flyktingarna","2.0"
"län","6.0"
"förändringen","1.0"
"andra:","1.0"
"expertgruppen","1.0"
"konferens","4.0"
"tillståndsplikten","1.0"
"sofistikerat","1.0"
"tempo","1.0"
"avslutar","1.0"
"västerbotten","2.0"
"låg","4.0"
"lån","9.0"
"bedrivas","1.0"
"italien","1.0"
"8.30-10","1.0"
"låt","18.0"
"ojämlik","1.0"
"bostadskön","1.0"
"offensiv","1.0"
"sandvikens","2.0"
"välmåga","1.0"
"antingen","5.0"
"bullerkällor","1.0"
"stärkta","1.0"
"frånsäga","1.0"
"område?","1.0"
"grums</em>","1.0"
"huvudman","3.0"
"absolut","15.0"
"normaliseringen","1.0"
"växtliv","1.0"
"vårdnadsbidrag","1.0"
"omfördelningen","1.0"
"tagits","3.0"
"bostadstillägget","1.0"
"bostadspolitik","2.0"
"bostadsbrist","1.0"
"skellefteå","1.0"
"kompensationssyfte","1.0"
"offentliga","2.0"
"sparbanksstiftelsen","1.0"
"sifferexercis","1.0"
"priset","7.0"
"domstol","3.0"
"priser","2.0"
"värdlandsstödet","1.0"
"områden","22.0"
"socialförsäkringsministerns","1.0"
"skull","3.0"
"additionella","1.0"
"försvaga","1.0"
"uppfödningsmetoder","1.0"
"yttrande","1.0"
"alliansen","4.0"
"området","13.0"
"uttryck","1.0"
"individualiserar","1.0"
"utvärderats","1.0"
"inget","24.0"
"öken","1.0"
"ingen","36.0"
"skatteskillnader","1.0"
"sahara","4.0"
"väska","1.0"
"qatar","1.0"
"expartner","1.0"
"uthyrning","2.0"
"angav","1.0"
"aktuellt","2.0"
"sprututbytesprogram","1.0"
"kusten","1.0"
"bedriver","3.0"
"äldreboende","1.0"
"avtal?","2.0"
"landet","35.0"
"träffade","6.0"
"mobil","1.0"
"observatörer","1.0"
"läkarintyg","1.0"
"kvalitet","4.0"
"aktuella","2.0"
"inflytande","2.0"
"hette","2.0"
"förvirrande","1.0"
"9 000","1.0"
"mäns","4.0"
"sårbara","1.0"
"fiende","1.0"
"skjutfältet","1.0"
"kolonialismens","1.0"
"marina","1.0"
"skogsnäringen","1.0"
"dröjer","1.0"
"medier","2.0"
"rödgröna","2.0"
"rekreation","1.0"
"projekt?","1.0"
"egendomsskydd","1.0"
"peka","5.0"
"forskaren","1.0"
"födas","1.0"
"facto","4.0"
"skatteupplägg","1.0"
"stanna","3.0"
"pon","1.0"
"närings-","5.0"
"unesco","1.0"
"bära","1.0"
"givet","1.0"
"obetänkt","1.0"
"avregleringar","1.0"
"vagnar","3.0"
"palestinierna","1.0"
"rutiner","2.0"
"invänta","2.0"
"varandra","9.0"
"försäkringsbeloppet","5.0"
"undersökningen","1.0"
"jurister","1.0"
"innovations-","1.0"
"varnar","1.0"
"fyra","19.0"
"varnat","1.0"
"anpassningen","1.0"
"inrikesministern","21.0"
"diskriminering?","1.0"
"mannen","1.0"
"juristen","1.0"
"skatteintäkterna","1.0"
"därmed","10.0"
"senaste","28.0"
"larsson","4.0"
"följdriktigt","1.0"
"besjälad","1.0"
"undertecknade","1.0"
"lo-förbunden","1.0"
"bistånd?","1.0"
"omständigheter","2.0"
"hemifrån","2.0"
"städare","1.0"
"lyckats","5.0"
"hittade","1.0"
"bäst","8.0"
"fatta","6.0"
"marknadslösningar","1.0"
"norrbotniabana","1.0"
"jämfört","7.0"
"återkommande","1.0"
"jämförs","2.0"
"solidariskt","4.0"
"närmar","1.0"
"hyresmarknaden","1.0"
"civilklädda","1.0"
"analfabetiska","2.0"
"nollvision","2.0"
"kraftverken","4.0"
"kördes","1.0"
"födda","3.0"
"godtyckligt","1.0"
"resultat?","1.0"
"mångfald","2.0"
"stått","4.0"
"bemärkelse","1.0"
"alltså","62.0"
"grymheter","2.0"
"ygeman","3.0"
"kommissionens","2.0"
"godtyckliga","1.0"
"ramar","3.0"
"närheten","2.0"
"vatten","3.0"
"funka","1.0"
"borlänge","1.0"
"törst","1.0"
"ligga","10.0"
"ihoprafsad","1.0"
"landskapet","1.0"
"socialdemokratisk","1.0"
"peru","1.0"
"föder","5.0"
"hyreshusen","1.0"
"beslutsfattare","1.0"
"beräknat","1.0"
"värdelösa","1.0"
"veckan","8.0"
"turerna","1.0"
"värre","2.0"
"premiera","3.0"
"fungerar","13.0"
"avregleringen","2.0"
"journalister","4.0"
"fungerat","1.0"
"avgränsade","1.0"
"fattigaste","1.0"
"självbestämmande","1.0"
"mäta","5.0"
"missledande","1.0"
"hundratusen","1.0"
"medie-","1.0"
"avslutningsvis","2.0"
"ledord","1.0"
"förändringar","4.0"
"ansökningar","7.0"
"energiministern","1.0"
"listan","1.0"
"lidandet","1.0"
"nätterna","1.0"
"program","4.0"
"detaljstyrd","1.0"
"eu-länderna","2.0"
"rubrik","1.0"
"peta","2.0"
"jämförelser","3.0"
"huvudmannaskapet","1.0"
"nivåerna","6.0"
"ryska","1.0"
"irak","15.0"
"inriktningsbeslutet","1.0"
"oss?","1.0"
"verklighetsförankrat","1.0"
"kapitalstarkas","1.0"
"beviskraven","1.0"
"iran","1.0"
"fackförbund","4.0"
"utlokalisera","1.0"
"underskott","3.0"
"ramen","4.0"
"konkurrensverket","1.0"
"oss:","1.0"
"tänkande","1.0"
"jämställdhet","13.0"
"grovt","1.0"
"efterlängtat","1.0"
"januari","2.0"
"väktarnas","1.0"
"svensk","41.0"
"utsatthet","3.0"
"besök","2.0"
"utbetalats","1.0"
"efterlängtad","1.0"
"inrikesministerns","3.0"
"orimliga","2.0"
"skyhöga","3.0"
"regionalpolitiska","2.0"
"deportation","1.0"
"mosul","1.0"
"medlemmar","1.0"
"striden","1.0"
"sammanhållen","1.0"
"sammanhanget","3.0"
"nämnts","1.0"
"handlingsplanen","1.0"
"sammanhållet","1.0"
"kritisera","1.0"
"dylikt?","1.0"
"tillsatt","2.0"
"strider","4.0"
"grova","6.0"
"arbetsmarknadssynpunkt","1.0"
"acceptabel","1.0"
"forskat","1.0"
"permanent","1.0"
"skolan","24.0"
"bakom","18.0"
"ståndpunkt","3.0"
"adresserar","2.0"
"orimligt","10.0"
"3 375","1.0"
"namnet","1.0"
"bräde","1.0"
"utsidan","1.0"
"motivera","3.0"
"sammanhang","10.0"
"äger","5.0"
"klättra","1.0"
"förstärkningen","1.0"
"demokratiskt","7.0"
"tänka","11.0"
"fattats","1.0"
"äldreomsorg","1.0"
"facklig","1.0"
"sektor","1.0"
"frågeställning","1.0"
"jämställdheten","6.0"
"tack","42.0"
"lön","9.0"
"arbetsmarknadsregionerna","1.0"
"ägda","1.0"
"förbättrad","1.0"
"lugnande","2.0"
"påpekar","3.0"
"tusenlappar","2.0"
"tänkt","6.0"
"ägde","2.0"
"infrastrukturobjekt","1.0"
"utnyttja","2.0"
"erfarenheter</em>","1.0"
"lämna","3.0"
"betraktas","2.0"
"järnvägarna","1.0"
"underlättar","1.0"
"mariam","4.0"
"skrivelse","1.0"
"strukturerna","1.0"
"bostadsminister","1.0"
"förföljelser","1.0"
"utsuger","1.0"
"sparkat","1.0"
"antibiotika","3.0"
"utvecklingsutmaningarna","1.0"
"fördubblats","3.0"
"sätta","28.0"
"fuller","1.0"
"inriktning","2.0"
"september","2.0"
"restriktivt","1.0"
"sparkas","1.0"
"visade","5.0"
"presenterat","2.0"
"incitamenten","1.0"
"presenterar","1.0"
"snabblån?","1.0"
"process","2.0"
"dödlig","1.0"
"muntliga","1.0"
"riskerar","13.0"
"stärker","4.0"
"clear","1.0"
"åtråvärda","1.0"
"heter","7.0"
"åhörarna","1.0"
"hänvisar","14.0"
"demokratiska","14.0"
"avskaffades","1.0"
"glad","22.0"
"tänja","1.0"
"bostadssituationer","1.0"
"rättsstat","2.0"
"känsla","1.0"
"striderna","1.0"
"arbetsgivarsidan","1.0"
"bostadssituationen","1.0"
"lämnade","4.0"
"eu-nivå","7.0"
"budgettekniskt","1.0"
"3 500","1.0"
"algeriet","3.0"
"nyanlända","1.0"
"p1-programmet","1.0"
"leker","1.0"
"omedelbart","1.0"
"utrikes","1.0"
"flygbolag","1.0"
"inlägg;","1.0"
"amerikanska","5.0"
"därifrån","2.0"
"tjejkompisar","1.0"
"rapportera","1.0"
"amerikanskt","2.0"
"utpekade","1.0"
"flexibla","4.0"
"juli","1.0"
"sverige","221.0"
"jämförelse","2.0"
"hbt-personers","1.0"
"allvarligaste","1.0"
"fick","33.0"
"selektiva","1.0"
"hedersrelaterat","1.0"
"saklig","1.0"
"hjälpa","5.0"
"kamerala","2.0"
"delvis","6.0"
"skär","2.0"
"skäl","17.0"
"peter","2.0"
"jämförelserna","1.0"
"sträckan","3.0"
"utbyggt","1.0"
"spara","1.0"
"sökanden","1.0"
"stressade","1.0"
"högerns","1.0"
"klimatfonden","1.0"
"snävare","2.0"
"klimatfonder","1.0"
"slutenvården","1.0"
"värda","1.0"
"märklig","5.0"
"avgörande","14.0"
"värde","5.0"
"lampor","1.0"
"materiel","2.0"
"larmklockor","1.0"
"försvarsminister","1.0"
"knäcka","1.0"
"lagstiftningsbesked","1.0"
"erkännande","11.0"
"överhyran","1.0"
"fredagen","1.0"
"resolutioner","1.0"
"fasas","2.0"
"tals","1.0"
"fastslaget","1.0"
"arbetslöshet","3.0"
"bolagets","2.0"
"syftet?","1.0"
"myndigheter","16.0"
"myndigheten","18.0"
"deltidssjukskrivningar","1.0"
"socialtjänstlagens","1.0"
"tala","14.0"
"förutsätter","3.0"
"strålkastarna","1.0"
"takt","3.0"
"utvecklingsarbete","2.0"
"sexual-","1.0"
"planet","1.0"
"upphandlingar","5.0"
"2001","4.0"
"transporteras","1.0"
"planer","1.0"
"2000","1.0"
"energikommission","1.0"
"både","33.0"
"planen","2.0"
"lösning","10.0"
"landsbygdsprogrammet","1.0"
"storskaligt","1.0"
"klimatet?","1.0"
"gemensamt","9.0"
"båda","5.0"
"fastighet","1.0"
"klarhets","1.0"
"befogad","1.0"
"rensning","1.0"
"transportsektorn","1.0"
"ställning?","1.0"
"2012","14.0"
"2011","10.0"
"individer","1.0"
"2010","11.0"
"individen","1.0"
"2009","3.0"
"2008","3.0"
"2007","4.0"
"linköping","2.0"
"incitament","3.0"
"2006","2.0"
"kvällen","2.0"
"sl-kortet","1.0"
"2005","2.0"
"2004","1.0"
"kringgår","3.0"
"återvändande","1.0"
"2003","1.0"
"tror","105.0"
"2002","7.0"
"våldtäkten","1.0"
"akademin","4.0"
"lagstiftningen?","1.0"
"utspridda","1.0"
"just","69.0"
"våldtäkter","3.0"
"skrevs","2.0"
"aktivister","1.0"
"matematiskt","1.0"
"absurt","1.0"
"vilda","1.0"
"hon?","1.0"
"gammal","5.0"
"tillbaka","26.0"
"2020","4.0"
"spann","1.0"
"35-64","1.0"
"2019","1.0"
"invandrarbakgrund","1.0"
"2016","1.0"
"2015","2.0"
"2014","9.0"
"2013","3.0"
"holm","5.0"
"försvunnit;","1.0"
"som:","1.0"
"subventionerna","7.0"
"bolaget;","1.0"
"eu-kommissionen","6.0"
"departement","2.0"
"likvärdiga","2.0"
"ledarna","1.0"
"flexibel","2.0"
"tvång","1.0"
"stapla","1.0"
"bevittna","1.0"
"läkare","2.0"
"2030","6.0"
"blixt","1.0"
"förståelse","2.0"
"interpellationssvaret","2.0"
"sidoeffekter","1.0"
"journalisttjänster","1.0"
"böka","1.0"
"upphandlingen","5.0"
"står:","1.0"
"missbruksutredningen","2.0"
"transporterna","3.0"
"operativa","1.0"
"protest","1.0"
"redovisa","1.0"
"konkurrenskraftig","1.0"
"institutioner","3.0"
"lagkonstruktion","1.0"
"jämlikhetsperspektiv","1.0"
"män","14.0"
"likvärdigt","2.0"
"samsittning","1.0"
"kvinnors","11.0"
"kämpat","1.0"
"kämpar","3.0"
"mät","1.0"
"<em>uppdrag","3.0"
"befogat","1.0"
"natur","1.0"
"hårdare","4.0"
"kaunisvaara","1.0"
"respekterar","4.0"
"elpriset","1.0"
"respekteras","2.0"
"2050","2.0"
"någonsin","6.0"
"ingripa","1.0"
"tillföra","1.0"
"mål","7.0"
"förväg","3.0"
"förändra","9.0"
"beställda","1.0"
"generaldirektörerna","1.0"
"mår","1.0"
"trampat","1.0"
"timmarna","2.0"
"överpröva","3.0"
"värna","3.0"
"plåster","1.0"
"mekanismer","2.0"
"stigar","1.0"
"ca 2 000","1.0"
"avvägningar","2.0"
"arrangemang","1.0"
"positiva","7.0"
"människorättsaktivister","1.0"
"bevis","3.0"
"skilda","1.0"
"insåg","2.0"
"massövervakning","2.0"
"stöta","1.0"
"ockuperat","1.0"
"livsmiljön","1.0"
"underhållet","2.0"
"priserna","5.0"
"hopp","5.0"
"hemsituationen","1.0"
"områdena","1.0"
"botten","4.0"
"bolagens","1.0"
"uppfattat","2.0"
"uppfattas","2.0"
"uppfattar","3.0"
"skatteflykt","1.0"
"underliv","1.0"
"genomförts","1.0"
"branscher","4.0"
"söderut","1.0"
"branschen","7.0"
"allsmäktig","1.0"
"överlevnad","2.0"
"viktigare","4.0"
"konto","1.0"
"<em>kaliber</em>","4.0"
"värld","5.0"
"kammaren","8.0"
"vill;","1.0"
"hanteringen","2.0"
"fattade","4.0"
"kvinnodominerade","8.0"
"vilka","20.0"
"vilja","52.0"
"tillbakahållande","1.0"
"tillgångar?","1.0"
"vittnets","1.0"
"beläggningen","1.0"
"princip?","1.0"
"timmes","1.0"
"pettersson","2.0"
"3 miljarder","1.0"
"position","1.0"
"gröna","2.0"
"konstatera","11.0"
"analytiker","1.0"
"överraskande","2.0"
"viktigast","1.0"
"patent","9.0"
"apropå","1.0"
"stickprov","1.0"
"miljöskadliga","18.0"
"subvention","4.0"
"utvalda","1.0"
"transportförsörjning","1.0"
"utformas","1.0"
"rasism","7.0"
"anställningsvillkor","2.0"
"summan","1.0"
"lkab","13.0"
"stånd","4.0"
"isds?","1.0"
"transportsystemet","1.0"
"ville","17.0"
"processer","3.0"
"fint","3.0"
"processen","10.0"
"rättssystemen","1.0"
"västsahariska","5.0"
"missbruk","2.0"
"finn","3.0"
"e-inkomst","2.0"
"påpeka","3.0"
"byråkratin","1.0"
"killarna","1.0"
"förhandlat","4.0"
"evidens","2.0"
"förhandlar","2.0"
"massinvandring","2.0"
