"party","S"
"pensionssystemets","4.0"
"försittas","1.0"
"christina","15.0"
"lagerhåller","2.0"
"trist","2.0"
"grundfrågan","2.0"
"önskvärd","3.0"
"kallad","10.0"
"kartlägger","1.0"
"laget","2.0"
"olja","1.0"
"benen","2.0"
"brandförloppet","2.0"
"förvaltningsmyndigheter","2.0"
"bokat","1.0"
"tyskarna","1.0"
"verified","3.0"
"slutföras","2.0"
"benet","1.0"
"avgöras","3.0"
"krafterna","11.0"
"avbrott","1.0"
"förbandsspelningar","1.0"
"narkotikasmugglingsbrott","1.0"
"krisstöd","4.0"
"rut?","1.0"
"gladare","2.0"
"kommunstyrelseordförande","2.0"
"lägen","3.0"
"påstod","4.0"
"läget","56.0"
"hugget","1.0"
"tvärtemot","1.0"
"överenskommen","1.0"
"wallmarks","3.0"
"läger","1.0"
"efterlevs","9.0"
"scenariot","1.0"
"olsson","2.0"
"farled","2.0"
"konstellationen:","1.0"
"jämlikheten","1.0"
"förslog","1.0"
"rörligheter","1.0"
"uppträdandet","1.0"
"meningar","3.0"
"rörligheten","9.0"
"efterleva","1.0"
"utsågs","2.0"
"justitieministerns","1.0"
"luftförsvaret","3.0"
"älvsbyn","1.0"
"vapen","12.0"
"passa","18.0"
"pool","2.0"
"stoltaste","1.0"
"spelregel","2.0"
"airport","5.0"
"baserade","2.0"
"kraft","41.0"
"persons","3.0"
"tidningspapper","1.0"
"akademins","2.0"
"promemorior","1.0"
"kontrollverksamhet","3.0"
"referera","1.0"
"införlivandet","1.0"
"cigaretter","2.0"
"åkerierna","1.0"
"antaget","1.0"
"påbörjats","8.0"
"olof","4.0"
"protestera","1.0"
"grävarbeten","1.0"
"kulturkrockar","1.0"
"underifrån","2.0"
"fritidshemsgrupperna","1.0"
"socialstyrelsen","12.0"
"audienser","1.0"
"läktaren","2.0"
"miljöministern","8.0"
"huvudanledningarna","1.0"
"framträdanden","2.0"
"aggressivt","1.0"
"samarbetslinjen","1.0"
"integrationsfrågorna","1.0"
"massor","12.0"
"irc","1.0"
"inrättar","1.0"
"inrättas","6.0"
"aggressiva","1.0"
"minimera","7.0"
"örlogsfartyg","1.0"
"it-","1.0"
"beskattningen","7.0"
"moskéer","1.0"
"utmed","1.0"
"lönearbeta","3.0"
"närapå","1.0"
"åratal","1.0"
"deltidsbrandman","1.0"
"läge?","1.0"
"turbulent","1.0"
"ihålig","1.0"
"uppmärksamhet","8.0"
"mandat","15.0"
"östersjöstaternas","1.0"
"beredningsarbete","6.0"
"stöd","213.0"
"stamnätet","5.0"
"225 000","1.0"
"förutsägbar","5.0"
"isf","6.0"
"mr-rapporter","1.0"
"hemsk","1.0"
"bekymrad","9.0"
"bemanna","1.0"
"referens","3.0"
"ifrågasätts","1.0"
"isp","5.0"
"generalsekreterares","1.0"
"nyvunna","1.0"
"pott","2.0"
"obruten","1.0"
"meningen","4.0"
"ägarpolicy","3.0"
"understryka","31.0"
"post","3.0"
"njurskador","1.0"
"samhällsvetenskap","10.0"
"griniga","1.0"
"mörkertal","1.0"
"ifrågasätta","15.0"
"avseenden","5.0"
"baksida","1.0"
"rest?","1.0"
"utbildat","1.0"
"värmeverk","1.0"
"yrkesroll","1.0"
"utbildas","2.0"
"avseendet","5.0"
"flöde","1.0"
"näthat","7.0"
"tornet","1.0"
"itu","15.0"
"massiv","1.0"
"miljard","13.0"
"inkomstökningarna","1.0"
"arbetslösheten","146.0"
"utbildad","10.0"
"tveksamma","1.0"
"unicef","1.0"
"skattebetalare","1.0"
"drabba","5.0"
"interkulturella","1.0"
"migrationsdomstolarnas","1.0"
"utbildar","2.0"
"indirekta","2.0"
"skattesammanhang","1.0"
"läggs","13.0"
"bildsätta","2.0"
"flygbränsle","1.0"
"påverka","62.0"
"folkhälsopolitiskt","1.0"
"plussidan","1.0"
"stärka","168.0"
"medborgarna","25.0"
"stärkt","10.0"
"lägga","145.0"
"omhändertar","1.0"
"berättelse","4.0"
"forssmed","3.0"
"stärks","8.0"
"styre","5.0"
"(ttip)","1.0"
"styrd","2.0"
"överföring","9.0"
"orättvisa","3.0"
"kämpa","4.0"
"fruktsalladsdebatt","1.0"
"nycklarna","3.0"
"marinen","4.0"
"aktivitet","3.0"
"styra","41.0"
"barnomsorgen","12.0"
"styrt","7.0"
"styrs","1.0"
"intressenter","17.0"
"kommunistisk","1.0"
"resor","4.0"
"miljöaspekter","1.0"
"person.","1.0"
"krama","1.0"
"person-","1.0"
"medlemsstaternas","4.0"
"myndighetsorganisationen","2.0"
"punkten","13.0"
"tjuter","1.0"
"beräknade","2.0"
"överföras","1.0"
"punkter","6.0"
"själva:","1.0"
"individualisering","1.0"
"orättvist","1.0"
"överleva","4.0"
"sakägare","1.0"
"bekymren","1.0"
"gungflysituation","1.0"
"osynliggörande","1.0"
"avsätta","5.0"
"stunden","2.0"
"advokater","1.0"
"myndighetsutövning","4.0"
"lagbrott","3.0"
"advokaten","3.0"
"utredarens","4.0"
"tingsrätten","1.0"
"läxläsning","1.0"
"centern","9.0"
"själv:","1.0"
"nordisk","2.0"
"projektering","2.0"
"2018-2029","3.0"
"överflödiga","1.0"
"lågutbildade","2.0"
"saktfärdig","1.0"
"rejäla","1.0"
"bidragspolitik","1.0"
"kinberg","12.0"
"förändringstryck","2.0"
"försämringar","3.0"
"överlämnar","1.0"
"överflödigt","1.0"
"föräldramånaderna","2.0"
"fjärdedelar","1.0"
"bildade","1.0"
"1 500-2 000","1.0"
"överlevt","1.0"
"jättelång","3.0"
"asylmottagande","1.0"
"meddelat","6.0"
"folkhälsopolitiska","1.0"
"meddelar","1.0"
"redarna","1.0"
"avsätts","4.0"
"skippat","1.0"
"meddelas","1.0"
"rejält","11.0"
"överlämnas","6.0"
"rädda","27.0"
"fundamentalt","1.0"
"undersköterska","5.0"
"utrikespolitik?","2.0"
"city","4.0"
"försvarsattachén","2.0"
"marknadsorienteringen","1.0"
"upphör","1.0"
"cyklist","1.0"
"framtagandet","2.0"
"hemma","35.0"
"skyddande","1.0"
"fackföreningarnas","1.0"
"mattorna","1.0"
"restriktiv","10.0"
"asylboendena","1.0"
"ursprungsmärkning","2.0"
"föräldralediga","1.0"
"laglighetsprövat","1.0"
"bejakade","1.0"
"satsningar","123.0"
"uppdatera","2.0"
"strukits","2.0"
"länets","1.0"
"skattepålagor","1.0"
"reste","1.0"
"stilla","7.0"
"akka-utredningen","4.0"
"betonas","2.0"
"betonat","1.0"
"betonar","1.0"
"asylutredningar","1.0"
"tillskapa","1.0"
"tidsspannet","1.0"
"enstaka","7.0"
"realitet","8.0"
"tydliggörandet?","1.0"
"bekymrar","1.0"
"sonderingarna","1.0"
"tyngre","22.0"
"tillsättas","9.0"
"sprakabs","6.0"
"investeringsstöd","5.0"
"akademisk","2.0"
"afrikaner","1.0"
"jönköping","3.0"
"generalsekreterare","2.0"
"regelbundna","5.0"
"nostrum","1.0"
"vägsträckor","4.0"
"utredningsväsendet","2.0"
"akademiska","3.0"
"marknadsmässiga","6.0"
"samgåenden","1.0"
"nordins","1.0"
"luftrumskränkningar","1.0"
"såklart","29.0"
"rif-arbetet","4.0"
"filmindustrin","1.0"
"järnmalm","3.0"
"valmanifestet","1.0"
"luftfarten","1.0"
"samgåendet","5.0"
"handelspolitiken","13.0"
"försämringen","1.0"
"kapitaltäckningsreglerna","1.0"
"grundbulten","9.0"
"vardagsliv","1.0"
"framtidstro","3.0"
"ramvillkor","5.0"
"examensbeskrivningarna","2.0"
"enhällighet","1.0"
"provocerande","2.0"
"utrikes-","5.0"
"tecknas","2.0"
"2011-2012","1.0"
"lägre","66.0"
"tecknat","3.0"
"försäkra","16.0"
"personnumret","1.0"
"assistansersättning","5.0"
"smutsiga","1.0"
"varvsnäringen","3.0"
"moderniserar","4.0"
"krav:","1.0"
"terrorträning","1.0"
"moderniseras","1.0"
"skatter?","1.0"
"arbetskraftsinvandring","1.0"
"kombinera","26.0"
"medborgares","3.0"
"förtydligats","2.0"
"högsta","27.0"
"behandlade","5.0"
"kommuninvånarna","1.0"
"åtagit","1.0"
"lägret","2.0"
"relativlöneförändringar","1.0"
"specificerat","1.0"
"ohederlig","1.0"
"självt","5.0"
"välbetalda","1.0"
"bommarna","2.0"
"assyrier","2.0"
"staffan","4.0"
"nybyggnation","3.0"
"minnesgåvan","2.0"
"alternativ","49.0"
"akademiskt","1.0"
"ledningssträckningar","1.0"
"själva","127.0"
"stödmaterial","1.0"
"krav?","1.0"
"satsningen","9.0"
"fukushima","1.0"
"skatters","1.0"
"bekymret","2.0"
"kroppsstraff","3.0"
"sprakab","9.0"
"övar","5.0"
"kvalitetsutvärderingen","1.0"
"underhålla","9.0"
"övas","1.0"
"jätteofta","1.0"
"utbildningspolitiken","5.0"
"arbetsmarknadspolitik","21.0"
"lastbilstransporter","5.0"
"medlemsstat","2.0"
"skärpts","2.0"
"anledningen","23.0"
"jag","5336.0"
"sprätt","1.0"
"försvarsministern","8.0"
"hänseendet","2.0"
"initiativet","7.0"
"jan","62.0"
"analyserats","2.0"
"telefon","1.0"
"ökningar","1.0"
"nivå","80.0"
"svåra","22.0"
"initiativen","2.0"
"jas","3.0"
"minskning","6.0"
"minnesgåvor","1.0"
"miljönytta","3.0"
"tunnelmynningarna","1.0"
"beivra","2.0"
"finanspolitiska","16.0"
"massavrättningar","1.0"
"matematiken","2.0"
"svårt","141.0"
"växtförädling","2.0"
"världsberömda","1.0"
"h g","2.0"
"ohyggliga","1.0"
"tidsutdräkten","1.0"
"kågeröd","1.0"
"tillgodoräknande","1.0"
"hjärtligt","1.0"
"eu-samordningen","4.0"
"realiserar","1.0"
"påfrestande","1.0"
"strejk","1.0"
"brottslighetens","4.0"
"avisera","1.0"
"kommendera","1.0"
"branden","7.0"
"elisabeth","8.0"
"elenergi","2.0"
"matkonsumtion","1.0"
"avstannade","1.0"
"utbildningsdepartementet","1.0"
"kvantitet","2.0"
"välja","40.0"
"problemfritt","1.0"
"arlandas","1.0"
"förslag","331.0"
"och/eller","1.0"
"regeringspolitik","1.0"
"dagbladet","2.0"
"minoritetsgrupper","1.0"
"prövningarna","2.0"
"skärpta","5.0"
"hushåll","5.0"
"skolresultaten","8.0"
"myndighetschefen","1.0"
"gängen","1.0"
"dilemma","6.0"
"verklighetsbeskrivning","6.0"
"myndighetschefer","1.0"
"oärlig","1.0"
"kvällstidning","1.0"
"bostadsmarknad","1.0"
"häradet","1.0"
"oacceptabelt","7.0"
"statslösa","1.0"
"rikspolisstyrelsens","3.0"
"vändas","1.0"
"skåne","10.0"
"vindkraft","2.0"
"gargnäs","3.0"
"idrottspolitiska","1.0"
"konkurrenssituationen","1.0"
"8 000","1.0"
"effektiviseringsbesparingar","1.0"
"kallhäll","1.0"
"läpparnas","1.0"
"indragningen","1.0"
"påtryckningar","6.0"
"över","645.0"
"miljöinriktad","2.0"
"syns","3.0"
"pensionsålder","3.0"
"ökningen","1.0"
"tillhandahåller","4.0"
"tillsammans","160.0"
"bonne","2.0"
"skuldförhållandet","1.0"
"kriminaliserade","1.0"
"märkvärdigt","1.0"
"hajarna","1.0"
"bilinspektörer","2.0"
"jan-olov","1.0"
"anställningskontrakt","1.0"
"anledningar","2.0"
"olycka","2.0"
"synd","3.0"
"motivet","3.0"
"tillverkats","1.0"
"motiven","2.0"
"enströms","1.0"
"turkar","1.0"
"vapnen","1.0"
"jan-olof","2.0"
"åtnjuter","3.0"
"partiet","5.0"
"förminskas","1.0"
"resan","5.0"
"partier","76.0"
"brottmålsdomstolens","1.0"
"marginaleffekter","2.0"
"transparensen","1.0"
"statsministerkandidaten","1.0"
"marknadsbaserad","2.0"
"uppskattningar","1.0"
"växthusgasutsläppen","1.0"
"australien","3.0"
"förverkligandet","1.0"
"spårvagnarna","1.0"
"befinna","1.0"
"förnuftig","1.0"
"utlovar","2.0"
"utlovat","1.0"
"tvister","1.0"
"verksamhetsöversyner","4.0"
"innovationspolitiken","1.0"
"tvisten","1.0"
"grundinställningen","1.0"
"matchfixning","1.0"
"nedläggningshot","1.0"
"få?","1.0"
"arbetslivsintroduktionen","1.0"
"ekvivalenta","1.0"
"handelsgödsel","14.0"
"20-25","1.0"
"framhäva","2.0"
"könsrelaterade","1.0"
"artikelförfattaren","5.0"
"regeringsförklaringarna","1.0"
"kvinnornas","5.0"
"lycklig","1.0"
"vägslitagekoefficient","1.0"
"konkurrensutsatt","5.0"
"förföljd","1.0"
"rimlighet","1.0"
"förfölja","2.0"
"flestas","1.0"
"bilderna","1.0"
"reinfeldt","10.0"
"klimatutsläpp","3.0"
"granatkastarutvecklingen","1.0"
"svavelavgiften","1.0"
"omge","1.0"
"administrativ","1.0"
"välfärdssamhällen","1.0"
"återkopplingen","1.0"
"vänder","13.0"
"klimatutmaningarna","1.0"
"forskningsanslagstilldelning","1.0"
"vändes","1.0"
"flexibilitet","16.0"
"avsnittet","1.0"
"hamnens","1.0"
"indragningar","1.0"
"får","903.0"
"lustigare","1.0"
"grogrunden","1.0"
"fås","2.0"
"kollektivtrafikmyndigheter","1.0"
"samfundet","1.0"
"arbetsgivaravgifter","14.0"
"kulturutbyte","1.0"
"hamnområde","1.0"
"arbetsgivaravgiften","18.0"
"omänskligt","1.0"
"undvara","1.0"
"högskolan?","1.0"
"prioriteras","13.0"
"prioriterat","16.0"
"meriter","7.0"
"sommarmånad","1.0"
"biståndsministerns","1.0"
"individuella","10.0"
"utlandet","3.0"
"skadeverkningar</em>","1.0"
"prioriterar","19.0"
"lodjur","1.0"
"hyra","2.0"
"vattendrag","3.0"
"motverka","54.0"
"abadis","1.0"
"skyddsregler","1.0"
"icke-vara","1.0"
"prioriterad","20.0"
"reser","17.0"
"individuellt","5.0"
"niclas","2.0"
"fantiserat","1.0"
"administrationen","3.0"
"ropar","1.0"
"fantiserar","2.0"
"personnummer;","1.0"
"turistfrämjandet","1.0"
"scenarier","4.0"
"- - -","1.0"
"prioriterade","19.0"
"gårdsförsäljning","32.0"
"isds-frågan","1.0"
"jämställdhetsarbetet","6.0"
"inledningsvis","23.0"
"sytt","1.0"
"klimatanpassning","1.0"
"fäktas","1.0"
"bakbundna","1.0"
"bilateral","3.0"
"judiska","16.0"
"skyddsbehovet","3.0"
"energiproduktionen","4.0"
"stress","7.0"
"regeringspartierna","5.0"
"handikappade","1.0"
"sparande","7.0"
"städning","7.0"
"terrorismen","9.0"
"balans?","1.0"
"riksdagsledamöterna","7.0"
"dundrar","1.0"
"nedslående","1.0"
"synvinkel","1.0"
"vifta","1.0"
"däcken","1.0"
"skyddsbehövande","3.0"
"remissutfall","3.0"
"måndags","3.0"
"upptäcka","2.0"
"efteråt","9.0"
"umeå-luleå","1.0"
"ovanligheterna","1.0"
"strategiskt","13.0"
"högskolestudier","3.0"
"olycklig","3.0"
"gänget","1.0"
"påstötningar","1.0"
"anklagade","1.0"
"svårighet","2.0"
"folkrätten","10.0"
"jordbruksministrar","1.0"
"samverkande","1.0"
"halveringsmål","1.0"
"djurförsöksetiska","2.0"
"strategiska","12.0"
"syfta","2.0"
"oproportionerligt","1.0"
"högfluorerande","3.0"
"räcka","5.0"
"gladde","1.0"
"hallandskusten","1.0"
"frånvaron","1.0"
"människohandel","1.0"
"språket","5.0"
"ohederligt","1.0"
"vägtransporter","3.0"
"jättepigga","1.0"
"antagit","4.0"
"syfte","61.0"
"transportföretag","1.0"
"kommersiella","5.0"
"landsbygdsprogram","2.0"
"biljettinformationssystem","5.0"
"pumpande","1.0"
"tillgänglighet","15.0"
"utesluts","1.0"
"folkrättskonventionen","1.0"
"städgumma","1.0"
"personaltätheten","1.0"
"sjukförsäkringspolitik","1.0"
"utrymmen","1.0"
"genusperspektivet","1.0"
"utrymmet","5.0"
"omvårdnad","3.0"
"kommersiellt","1.0"
"respekt","69.0"
"utesluta","1.0"
"bakbundit","1.0"
"likaså","11.0"
"behagligt","1.0"
"tråkig","1.0"
"påstods","1.0"
"bidragsminskning","1.0"
"tobaksreklam","1.0"
"jobbmisslyckande","1.0"
"förbluffande","2.0"
"ku-anmäld","1.0"
"förvaltningspolitik","3.0"
"infrastrukturområdet","2.0"
"övre","5.0"
"ramverk","3.0"
"än","541.0"
"storstadsområdena","4.0"
"bildades","1.0"
"är","9447.0"
"aktiebolagslag","1.0"
"mellersta","2.0"
"interpellationsfrågor","1.0"
"offer","2.0"
"malmström","8.0"
"genomförandekommitté","1.0"
"finansministerns","5.0"
"svajar","2.0"
"stockholmsregionen","12.0"
"pnr-systemet","2.0"
"nuläget","7.0"
"stränga","1.0"
"ordspråket:","1.0"
"jämställdhetsministerposten","1.0"
"brukas","1.0"
"linjer","1.0"
"handikapprörelsen","2.0"
"brukat","1.0"
"kunskapsläget","1.0"
"linjen","15.0"
"kriserna","1.0"
"koldioxidskatt","4.0"
"källa","3.0"
"stympningar","1.0"
"miljön","24.0"
"handelsförhandlingar","1.0"
"dalarnas","1.0"
"ockupationerna","1.0"
"småhånade","1.0"
"synpunkten","3.0"
"gymnasiala","2.0"
"år","661.0"
"drivs","13.0"
"talarlistan","3.0"
"åt","170.0"
"synpunkter","46.0"
"brukar","40.0"
"driva","66.0"
"upphandlingsdirektiven","1.0"
"begränsning","7.0"
"direkta","12.0"
"bevisfråga","1.0"
"uppkom","1.0"
"berättar","2.0"
"välfungerande","9.0"
"berättas","1.0"
"utbredningen","1.0"
"postgymnasiala","1.0"
"förhoppningen","2.0"
"vägslitage","2.0"
"mediers","1.0"
"berättat","2.0"
"affärsverk","1.0"
"avvisande","1.0"
"trängselskattelösning","1.0"
"teknikerna","1.0"
"eu-dom","2.0"
"oecd-delegation","1.0"
"principerna","11.0"
"skyddsbehov","9.0"
"etiopiska","3.0"
"finansministern?","2.0"
"expertgrupp","4.0"
"turism","3.0"
"chefsnivå","1.0"
"energiomställning","2.0"
"alkoholpolitikens","2.0"
"bortre","35.0"
"avlopp","1.0"
"grön","7.0"
"självändamål","1.0"
"misstolka","1.0"
"civil","5.0"
"helst","49.0"
"framtid","41.0"
"efterlyste","2.0"
"förstärkning","11.0"
"desperat","2.0"
"bostadsperspektivet","1.0"
"obalansen","3.0"
"kontrollavgift","1.0"
"traumatiserade","1.0"
"djupare","4.0"
"miljö-","8.0"
"bortse","6.0"
"55-plus","2.0"
"bevakats","1.0"
"utsäde","1.0"
"barngrupperna","1.0"
"easas","6.0"
"forskarsamhället","1.0"
"förbereddes","1.0"
"mobilisera","1.0"
"miljökvalitetsmål","2.0"
"miljöstyrningsrådet","2.0"
"jul","7.0"
"faktorerna;","2.0"
"församling","1.0"
"flexibiliteten","2.0"
"papperstidningar","1.0"
"utredningsverksamheten","4.0"
"2 500","1.0"
"parti","21.0"
"fastnar","11.0"
"överenskommelse","31.0"
"socialministern","1.0"
"informationshantering","1.0"
"vintern","5.0"
"verksamhetsärenden","1.0"
"ficka","1.0"
"lufttransporter","1.0"
"jämlikhetsbegreppet","1.0"
"förvärvsarbeta","2.0"
"förvärvsarbete","1.0"
"polisdebatten","2.0"
"dagordningen;","1.0"
"erfarenheter","19.0"
"yrkesvux","11.0"
"biträde","3.0"
"tillverkade","1.0"
"beteendeförändringar","5.0"
"schweiziskt","1.0"
"jämställdhetsperspektiv","8.0"
"behovet","60.0"
"innovationsklimat","1.0"
"grannar;","1.0"
"erfarenheten","2.0"
"etisk","2.0"
"föreskrivs","1.0"
"tematisk","2.0"
"tidsdimensioner","1.0"
"behoven","12.0"
"skatteutdelning","1.0"
"huvudmännen","5.0"
"mellanregional","1.0"
"idrottsområdet","1.0"
"föreskriva","1.0"
"fordonsstrategisk","1.0"
"utbildningssatsningar","7.0"
"kriterierna","4.0"
"lönenivåer","1.0"
"sysselsättningsökning","1.0"
"säkerhetshöjande","1.0"
"höstpropositionen","1.0"
"medarbetarna","5.0"
"trevlig","1.0"
"använd","2.0"
"views","1.0"
"återfallsfrekvensen","1.0"
"historia","15.0"
"bortom","5.0"
"vuxnas","1.0"
"produktförändringar","1.0"
"kvarstår:","2.0"
"använt","12.0"
"pensionslivet","1.0"
"stängningen","1.0"
"blekinge","7.0"
"värdekedja","5.0"
"ambulanspersonal","1.0"
"misslyckade","5.0"
"konfliktförebyggande","1.0"
"kronor","138.0"
"mistura","1.0"
"patienterna","3.0"
"bosättarna","2.0"
"departementsorganisationen","2.0"
"räknades","1.0"
"uppfarten","2.0"
"oppositionsrollen","2.0"
"utredningsarbeten","1.0"
"utvidgat","3.0"
"lafferkurvan","1.0"
"assistansersättningens","1.0"
"utvidgar","1.0"
"utvidgas","3.0"
"markpersonal","1.0"
"it-kompetensen","1.0"
"plusjobb","1.0"
"ansvarsfrågor","1.0"
"redovisning","7.0"
"metodiken","3.0"
"tullverket","9.0"
"tredubblad","2.0"
"läxhjälp","11.0"
"förebyggas","4.0"
"siktet","1.0"
"avarter","1.0"
"ansträngningar","8.0"
"för","7068.0"
"överläggningar","5.0"
"regeringsskiftet","4.0"
"finansieringsmodeller","2.0"
"budgetram","1.0"
"boende","10.0"
"grundprincipen","1.0"
"konstitution","1.0"
"styrmedlet","1.0"
"utredningsarbetet","2.0"
"ryding-berg","2.0"
"döda","3.0"
"anmälda","6.0"
"blunda","4.0"
"valt","36.0"
"påhugg","1.0"
"kamp","3.0"
"ambassad","5.0"
"anmälan","1.0"
"brottsbekämpning","7.0"
"problembeskrivningen","3.0"
"hedersgäst","1.0"
"world","1.0"
"vald","2.0"
"kan?","2.0"
"utförande","2.0"
"tillverkare","1.0"
"guardian","1.0"
"bundna","4.0"
"vakt","5.0"
"terroristbrott","3.0"
"kall","1.0"
"saldot","1.0"
"stockholmsregionen.","1.0"
"friheterna","1.0"
"började","29.0"
"göteborgsregionen","4.0"
"djurbönder","1.0"
"vänstern","2.0"
"arbetssituationer","1.0"
"arbetssituationen","4.0"
"struntar","2.0"
"jordbruksnäringen","2.0"
"leverantörers","1.0"
"kommenterade","2.0"
"föräldramånaden","1.0"
"konfliktsituationerna","1.0"
"regionaliserad","3.0"
"kaos","1.0"
"beslagta","1.0"
"kraftsamlar","2.0"
"expressen","6.0"
"falla","2.0"
"förtrycks","1.0"
"bolagsstämma","1.0"
"förtryckt","1.0"
"förebygger","1.0"
"verktyget","3.0"
"fn-sändebudet","1.0"
"hindra","6.0"
"timmerstockar","1.0"
"centralorten","1.0"
"utvecklingsförmågan","1.0"
"verktygen","2.0"
"grannskap","2.0"
"vann","8.0"
"snabbtåg","3.0"
"upphandlingsmyndigheten","8.0"
"sörja","1.0"
"sjuka?","2.0"
"samarbetsregeringen","22.0"
"pensionssystemet","14.0"
"verksamheternas","1.0"
"wiwi-anne","19.0"
"lever","37.0"
"kant","1.0"
"överläggningen","5.0"
"ersatt","1.0"
"klimatfrågan","2.0"
"vägunderhållet","2.0"
"moroten","1.0"
"partsmodellen","1.0"
"avstängt","1.0"
"folkpartister","2.0"
"handräckningar","2.0"
"förhoppningar","6.0"
"samarbetsregering;","1.0"
"onödig","4.0"
"enskildhet","1.0"
"miljökrav","1.0"
"backa","9.0"
"lästes","4.0"
"riksdagsår","1.0"
"legitimationer","1.0"
"anmäler","2.0"
"försäljning","14.0"
"naturligtvis:","1.0"
"avfärdar","1.0"
"kan","2508.0"
"nedsatta","8.0"
"specialutbildade","1.0"
"verksamhetsmålet","1.0"
"arbetslöshetsmåttet","1.0"
"svår","18.0"
"fråga","404.0"
"samråden","1.0"
"incitamentförslag","1.0"
"framledes","1.0"
"arbetsmarknadsutveckling","1.0"
"rättsfallen","1.0"
"fall;","1.0"
"bundit","2.0"
"integriteteten","1.0"
"fall?","2.0"
"tillhandahålla","11.0"
"markslukande","1.0"
"förhållandena","5.0"
"tillhandahålls","2.0"
"stränder","2.0"
"kapa","1.0"
"utvidgad","2.0"
"tjuta","1.0"
"spekulativ","3.0"
"fouriertransform","10.0"
"verksamheterna","18.0"
"signalspaning","3.0"
"e-post","1.0"
"avigheter","1.0"
"undanmanövern","1.0"
"kast","1.0"
"dömt","3.0"
"kompetensutveckling","13.0"
"döms","1.0"
"hörde","15.0"
"objective","1.0"
"varm","2.0"
"oroväckande","2.0"
"investeringspolitiken","1.0"
"vari","1.0"
"hinder","14.0"
"varg","22.0"
"döma","2.0"
"varv","2.0"
"dömd","2.0"
"lokalkunskap","1.0"
"styrelse","13.0"
"vart","27.0"
"vars","5.0"
"färdplan","1.0"
"varannan","4.0"
"förenklingen","1.0"
"särregler","3.0"
"genomsökts","1.0"
"språkanalystjänster","2.0"
"kriminalisera","7.0"
"inslagen","1.0"
"demografisk","2.0"
"vare","37.0"
"verkligen","120.0"
"elektronisk","18.0"
"snuset","3.0"
"grundskoleelever","1.0"
"öb","3.0"
"vara","1069.0"
"roligt","14.0"
"nedskärningarna","2.0"
"nybro","2.0"
"wallrup","10.0"
"skära","2.0"
"öl","5.0"
"öm","3.0"
"välbefinnande","2.0"
"beaktande","6.0"
"informationsförsörjningen","1.0"
"riktlinjer","13.0"
"transportslagen","2.0"
"passade","1.0"
"utestängda","1.0"
"föräldraförsäkringen","25.0"
"bådar","2.0"
"biologisk","2.0"
"livslängden","1.0"
"konkurrenskraftsvinster","1.0"
"enskilt","18.0"
"långsiktig","29.0"
"tydliggjort","3.0"
"vattendelare","2.0"
"rättsprocesserna","2.0"
"enskild","14.0"
"svärm","1.0"
"terawattimmar","1.0"
"utannonserade","1.0"
"justitieminister","8.0"
"överlappande","1.0"
"skärv","1.0"
"registreringsbesiktning","1.0"
"kortsiktiga","2.0"
"svärd","2.0"
"giltighet","1.0"
"häktena","1.0"
"europavägarna","1.0"
"arbetstoppar","1.0"
"försiggår","2.0"
