"party","M"
"kontakt","12.0"
"35 000","3.0"
"skolors","1.0"
"ungdomarnas","2.0"
"stockholmarna","3.0"
"uppkommit","2.0"
"jobbens","1.0"
"broförstärkningar","1.0"
"omfattning?","2.0"
"samman","12.0"
"grundvalar","2.0"
"lena","3.0"
"avlångt","4.0"
"lovat","8.0"
"gör","413.0"
"lovar","9.0"
"omvända","1.0"
"tilldelning","1.0"
"femårig","1.0"
"ridsporten","9.0"
"avlånga","4.0"
"förstämning","1.0"
"ovisshet","3.0"
"närhet","1.0"
"debattrundor","1.0"
"varumärken","2.0"
"taget?","6.0"
"bedrivas?","1.0"
"explosion","2.0"
"skifte","1.0"
"poliskontor","3.0"
"ambitiös","1.0"
"attackerar","1.0"
"avviker","1.0"
"utkanten","1.0"
"handling","8.0"
"välsignare","1.0"
"utbildades","1.0"
"liggande","2.0"
"avslutats","1.0"
"butiker","5.0"
"gästnätter","1.0"
"uppmärksammades","1.0"
"förskoleklassens","2.0"
"experiment","2.0"
"glasyren","1.0"
"varse","1.0"
"upplevelserna","1.0"
"loven","1.0"
"stadsbyggnadsministern","1.0"
"problemet?","2.0"
"lindriga","1.0"
"vargstam","1.0"
"högaktning","1.0"
"marknad","16.0"
"mandatperioden?","3.0"
"övergreppen","1.0"
"tära","1.0"
"hyttillverkning","1.0"
"vanligt","11.0"
"2006?","1.0"
"mobiltelefonen","1.0"
"universitetssjukhuset","1.0"
"vuxenutbildning","5.0"
"grundskollärare","2.0"
"försämra","16.0"
"flygsäkerheten","1.0"
"monopol","8.0"
"befogenhet","1.0"
"friluftsliv","10.0"
"upprepar","14.0"
"sjukförsäkringsreglerna","2.0"
"hemstad","7.0"
"tränga","4.0"
"era?","1.0"
"tätt","1.0"
"dna-prov","1.0"
"trovärdigheten","5.0"
"icke-intuitivt","1.0"
"bestämma","10.0"
"upprepad","2.0"
"erfarna","1.0"
"trängs","1.0"
"jobbet?","1.0"
"staplade","1.0"
"vanliga","18.0"
"ironi","2.0"
"lagregleras","1.0"
"viljeinriktning","6.0"
"kostnadsökning","4.0"
"befarar","3.0"
"slopande","2.0"
"trots","129.0"
"etappen","2.0"
"18-20","1.0"
"trott","2.0"
"försörjningsstödet","1.0"
"premien","1.0"
"kollegan","1.0"
"konfliktregering","2.0"
"klargöra:","1.0"
"norrortsleden","1.0"
"yrkesprogrammen","1.0"
"ansökningskostnaden","1.0"
"minsta","8.0"
"utbildningssystemet","2.0"
"personalstyrkans","1.0"
"patientregistret","1.0"
"budskapet","5.0"
"säkerhetskontroller","1.0"
"användbar","1.0"
"jättestort","1.0"
"projekt","40.0"
"prat","2.0"
"mjölkbonde","1.0"
"påverkat","1.0"
"kvinnlig","1.0"
"flora","1.0"
"lett","16.0"
"tillskjuta","1.0"
"servicesektorn?","1.0"
"lag","15.0"
"leta","3.0"
"bekräfta","8.0"
"påverkas","13.0"
"påverkar","35.0"
"lyser","6.0"
"landstingens","1.0"
"kostade?","1.0"
"påverkan","6.0"
"frukterna","1.0"
"las","5.0"
"sektorer","13.0"
"varmt","4.0"
"s-regeringen","4.0"
"inryms","1.0"
"dölja","7.0"
"inspektion","1.0"
"åldersgrupper","2.0"
"centiliter","3.0"
"verkställighetsplan","2.0"
"rucka","1.0"
"åldersgruppen","1.0"
"besvara","12.0"
"dubbelarbete","1.0"
"effektivt?","1.0"
"chefspositioner","3.0"
"fossila","2.0"
"destinationsflygplats","1.0"
"dagbladet:","1.0"
"säkerhets-","1.0"
"1994-2006","1.0"
"levt","1.0"
"organisatoriska","1.0"
"problemets","1.0"
"socialstyrelsens","1.0"
"mattan","7.0"
"systemmonopolet","1.0"
"dock:","1.0"
"leva","33.0"
"idrotter","3.0"
"grädden","1.0"
"våren","17.0"
"rehabkedjan","1.0"
"idrotten","1.0"
"varor","10.0"
"därnere","1.0"
"brottsprovokation","1.0"
"tjänsterna","5.0"
"systembolaget","18.0"
"anlitas","1.0"
"försköna","1.0"
"pressa","4.0"
"vårdskador","1.0"
"tvingad","1.0"
"kolleger","23.0"
"eu-rättsliga","1.0"
"produktionsbortfall","1.0"
"anlitar","4.0"
"ivrigt","1.0"
"brydd","2.0"
"föreslogs","1.0"
"basutbudet","2.0"
"patienter","4.0"
"tvingar","4.0"
"spenderarbudgeten","1.0"
"tvingat","3.0"
"tvingas","29.0"
"sport","3.0"
"nettoinkomsterna","1.0"
"luftfartsstrategin?","1.0"
"ärendena","1.0"
"narkotikaklassning","1.0"
"drivkraften","5.0"
"följts","1.0"
"nackdelar","2.0"
"drivkrafter","8.0"
"led","3.0"
"aviserad","2.0"
"karin","6.0"
"tillskott","4.0"
"näringsministern:","1.0"
"försöksperioden","1.0"
"kameler","1.0"
"körkorten","1.0"
"dock","121.0"
"lev","1.0"
"press","2.0"
"aviseras","7.0"
"urbaniserade","1.0"
"aviserat","16.0"
"betyder","38.0"
"lex","6.0"
"aviserar","6.0"
"ärenden?","1.0"
"förbättrade","2.0"
"ensamutredare","1.0"
"minimivillkoren","1.0"
"s-regeringar","2.0"
"lyfter","26.0"
"spårat","1.0"
"lyftes","2.0"
"spåras","1.0"
"svårigheterna","2.0"
"räntekostnader","3.0"
"räntekostnaden","1.0"
"brett?","1.0"
"partigrupper","1.0"
"spendera","10.0"
"profileringsverktyg","1.0"
"förslagen","13.0"
"skrivas","2.0"
"22-åring","1.0"
"vinproducenter","2.0"
"berett","1.0"
"föräldraledig","1.0"
"(c)","1.0"
"annektering","1.0"
"angett","2.0"
"18,75","1.0"
"uträkning","1.0"
"utvecklingen","43.0"
"varumärkesskyddet","1.0"
"scenario","2.0"
"bottnar","3.0"
"förslaget","64.0"
"sanningsenliga","1.0"
"toppåret","2.0"
"cykel-","1.0"
"erfaren","2.0"
"situation","50.0"
"toppåren","1.0"
"hösten","8.0"
"bekämpa?","1.0"
"planen?","1.0"
"insändare","2.0"
"övergick","1.0"
"gränsen?","1.0"
"narkotikahandel","1.0"
"effektiviseringar","4.0"
"detaljhandelsmonopolet","2.0"
"majoritetsbeslut","1.0"
"körkortsaspirant","1.0"
"utrymme","13.0"
"här","1274.0"
"bestämdhet","1.0"
"miljöinvesteringar?","1.0"
"lng-bränsle","1.0"
"dömer","1.0"
"omdirigeras","1.0"
"försvarspolitiskt","2.0"
"lyckas","12.0"
"kränker","1.0"
"kortfattat","2.0"
"lyckat","2.0"
"minska","85.0"
"lugnas","1.0"
"hål","5.0"
"komplexitet","2.0"
"lik","1.0"
"betraktas?","1.0"
"lugnat","1.0"
"flygandet","3.0"
"hån","1.0"
"undviker","4.0"
"tillväxtmotorn","1.0"
"presidiet","1.0"
"sparat","1.0"
"omvänt:","1.0"
"sparas","1.0"
"vd:n","1.0"
"placerade","4.0"
"pris","6.0"
"liv","15.0"
"kampanjguide","1.0"
"långtidssjukskriven","2.0"
"erik","9.0"
"avväpna","1.0"
"diplomatiska","2.0"
"konsumentens","2.0"
"eric","1.0"
"planläggning","1.0"
"åsidosätter","1.0"
"merit","1.0"
"avhjälps","1.0"
"flytande","1.0"
"kontaktförbud","2.0"
"flygförsvaret","1.0"
"försvarspolitiska","6.0"
"skogsindustrin?","1.0"
"joakim","1.0"
"säkerhetsåtgärder","1.0"
"norrland","6.0"
"1949","6.0"
"lyckad","2.0"
"beskedet?","2.0"
"full","17.0"
"stadens","1.0"
"frukta","1.0"
"destruktivt","1.0"
"arbetsgivaravgiftshöjningar","1.0"
"numerär","3.0"
"närvaron","1.0"
"försvarsorganisationerna","1.0"
"skrivet","1.0"
"skriver","44.0"
"rättsstatens","7.0"
"al-qaida","1.0"
"bonusen","7.0"
"sanktioner","1.0"
"områdesbestämmelser","1.0"
"ridterapi","1.0"
"spenderbyxorna","3.0"
"avancerad","1.0"
"vänja","1.0"
"problemen:","1.0"
"fälld","1.0"
"gärningsmän","1.0"
"utgiftsposten","1.0"
"fälla","2.0"
"säsongsverksamheter","1.0"
"tillämpar","2.0"
"tingsrätt","1.0"
"tillämpas","4.0"
"grundansatsen","1.0"
"synpunkterna","2.0"
"näringsministern?","1.0"
"upprätthålla","18.0"
"kostnadseffektivt","3.0"
"återigen","47.0"
"rikaste","1.0"
"landsändar","2.0"
"80 000","3.0"
"regeringsmakt","1.0"
"landsbygdsföretag","1.0"
"sekretessbelagda","1.0"
"flyttning","1.0"
"oroande","10.0"
"7 801","1.0"
"instrueras","1.0"
"avslutade","1.0"
"planera","3.0"
"socialbidraget","1.0"
"socialbidragen","1.0"
"1976","1.0"
"styrketräna","1.0"
"1971","2.0"
"offra?","1.0"
"1970","1.0"
"lo:","1.0"
"tillförlitligheten","1.0"
"anställa?","3.0"
"tunnelbanan","2.0"
"beslå","1.0"
"femtontal","1.0"
"närvarar","2.0"
"preventivt","2.0"
"äldreutredningens","1.0"
"radikalisering","1.0"
"sammanlagt","3.0"
"teoretisk","5.0"
"lng","1.0"
"arbetsförutsättningar","1.0"
"rörelser","1.0"
"1990","2.0"
"restauranger","2.0"
"skatteutjämningsbidrag","1.0"
"kostnadsposterna","1.0"
"skatteutskottet","4.0"
"kulla","1.0"
"tydlighet","8.0"
"varav","7.0"
"straffen","3.0"
"1984","5.0"
"1982","1.0"
"straffet","3.0"
"skolverksamheten","1.0"
"blotta","1.0"
"solidaritetsförklaringen?","1.0"
"1988","1.0"
"pinnjakt","1.0"
"erkännandefrågor","2.0"
"skrivit","16.0"
"trossamfund","4.0"
"folkpartiet","2.0"
"utredningsdirektiven","2.0"
"arbetsliv","3.0"
"föryngringsavverkningar","1.0"
"lov","14.0"
"bält-förbindelsen","4.0"
"existerande","2.0"
"1996","1.0"
"betraktade","1.0"
"1995","1.0"
"helhetssyn","1.0"
"1994","1.0"
"sedvanerätt","1.0"
"1992","1.0"
"fusk","7.0"
"1991","1.0"
"karta","2.0"
"langarna","1.0"
"utförare","1.0"
"matchning","4.0"
"prov","6.0"
"karlstad","4.0"
"1999","3.0"
"anslutningen","1.0"
"skälla","1.0"
"vidhåller","5.0"
"offrar","1.0"
"nuonaffären","2.0"
"maktinnehav?","1.0"
"mig?","1.0"
"dold","1.0"
"uppgifter","34.0"
"mig.","1.0"
"misshushållar","1.0"
"uppgiften","6.0"
"förarprovsverksamheten","1.0"
"möjligheten","61.0"
"riktning","30.0"
"beroende","45.0"
"sysselsättningspolitiken","1.0"
"möjligheter","70.0"
"mig:","2.0"
"användas?","1.0"
"skrämmande","4.0"
"förbryllande","1.0"
"quick","2.0"
"skälen","10.0"
"(m)","2.0"
"vänta","17.0"
"långtidssjukskrivna","10.0"
"skälet","24.0"
"nyexaminerade","1.0"
"djävulen","1.0"
"pallar","1.0"
"lastbilstrafiken","1.0"
"markägare","4.0"
"paritet","1.0"
"personerna","8.0"
"plus-","1.0"
"lössläppta","1.0"
"bränsleförbrukningen","2.0"
"exportmarknad","1.0"
"fjällen","1.0"
"herrelösa","2.0"
"medicin","3.0"
"utredningsinstitut","2.0"
"s-kritik","1.0"
"lrf","2.0"
"plåtslagare","1.0"
"minuter","14.0"
"omställningsperiod","1.0"
"spåret","2.0"
"lyftas","3.0"
"huvudförhandlingar","1.0"
"pausa","2.0"
"ronneby","4.0"
"allmänhet","8.0"
"sparka","1.0"
"e.kr","1.0"
"järnvägsstationer?","1.0"
"användare","1.0"
"soffan","1.0"
"hitintills","2.0"
"chansen","7.0"
"åldern","4.0"
"stimulanserna","1.0"
"chanser","4.0"
"exempelvis","41.0"
"vara?","2.0"
"betydde","1.0"
"uppsökande","1.0"
"bryta","9.0"
"vara:","2.0"
"behjärtansvärda","2.0"
"permittera","1.0"
"bild","25.0"
"hemservicebranschen","3.0"
"enhetliga","3.0"
"arbetsmetoderna","1.0"
"sjunkande","1.0"
"anslå","3.0"
"konfliktlinje","1.0"
"höstas","10.0"
"exportindustrin","2.0"
"sjukskrivningsstämpeln","1.0"
"planer?","2.0"
"kostnadsfördyring","1.0"
"vidare","159.0"
"motivationsutbildningar","2.0"
"bryts","2.0"
"brytt","1.0"
"återvändsgränd","1.0"
"arbetsmiljön","3.0"
"gudrun","1.0"
"folkhälsoinstitut","1.0"
"förankring","9.0"
"kommunistiska","1.0"
"vädret","2.0"
"placera","3.0"
"reformering","4.0"
"enhetlig","2.0"
"arbetsvillkoren","1.0"
"offentliggjort","1.0"
"tröst","1.0"
"2 700","1.0"
"svårtillämpat","1.0"
"investeringsfondens","1.0"
"drycker","11.0"
"ekologisk","4.0"
"solidaritetsförklaring","4.0"
"långvariga","2.0"
"mils","1.0"
"vägledningssamtal","1.0"
"nischade","1.0"
"tankeförbud","2.0"
"record","1.0"
"omprioriteringarna","1.0"
"konstruerade","2.0"
"milt","2.0"
"beskrivningar","5.0"
"utbildningskvaliteten","1.0"
"allas","3.0"
"mätningarna","2.0"
"förekommer;","1.0"
"växtodlingsplaneringen","1.0"
"syssla","1.0"
"relativt","32.0"
"oroliga?","1.0"
"riktades","2.0"
"regeländringsförslag","1.0"
"lvu","1.0"
"målen?","1.0"
"sektorn","52.0"
"flygets","6.0"
"förlust","3.0"
"tidsspann","1.0"
"välfärdssektorn","8.0"
"ringhals","1.0"
"miljöteknikföretag","2.0"
"nettomässigt","1.0"
"högkonjunkturens","1.0"
"relativa","1.0"
"begränsa","10.0"
"hantverkshjälp","1.0"
"accepterar","5.0"
"förspänt","1.0"
"självständigheten","2.0"
"alliansledamot","1.0"
"hedborgs","3.0"
"luddig","1.0"
"accepterat","2.0"
"punkt","10.0"
"oppositionen","12.0"
"miljömål","2.0"
"påpekade:","1.0"
"eneroths","1.0"
"utkämpas","1.0"
"ungdomsintensiva","1.0"
"stegen","2.0"
"frånvarande","1.0"
"känna","22.0"
"balansen","1.0"
"omsättningen","1.0"
"särskiljer","1.0"
"seniorer","1.0"
"rättighetsbaserad","1.0"
"högutbildade","2.0"
"utgiftskvot","1.0"
"förlängas","1.0"
"bedrägligt","1.0"
"känns","30.0"
"högtrafiktid","1.0"
"mina","57.0"
"flyget?","1.0"
"steget","8.0"
"enbart","31.0"
"näringspolitik","9.0"
"london","2.0"
"specifikt","9.0"
"serverat","1.0"
"vänner","10.0"
"serverar","1.0"
"retur","1.0"
"lyx","1.0"
"föräldradagar","1.0"
"noggrannhet","1.0"
"skidorter","1.0"
"beskrivningen","8.0"
"hög","63.0"
"hemtjänstassistenter","1.0"
"specifika","5.0"
"övergår","3.0"
"signal","12.0"
"krafter","7.0"
"onyanserad","1.0"
"valfrihetsfråga","1.0"
"gymnasieperioden","1.0"
"hör","48.0"
"utredning","129.0"
"förlängda","1.0"
"kolumn","1.0"
"upphandlat","1.0"
"längd.","1.0"
"därför:","4.0"
"sitter","38.0"
"arbetsplatsen","6.0"
"känts","1.0"
"jättemycket","2.0"
"arbetsplatser","6.0"
"dikterat","1.0"
"ylva","76.0"
"tobaksprodukter","2.0"
"åldrandet","3.0"
"gjorde","136.0"
"hjälp","68.0"
"inkomna","1.0"
"gjorda","6.0"
"domslut;","1.0"
"alla:","1.0"
"flödar","2.0"
"identiska","2.0"
"luddigt","3.0"
"raljerar","4.0"
"kontrollen","6.0"
"bita","2.0"
"mellanskog","1.0"
"kontroller","5.0"
"begicks","1.0"
"länge?","1.0"
"hemvärn","3.0"
"kohorter","1.0"
"skanderat","1.0"
"luddiga","1.0"
"inkomma","1.0"
"rovdjursstängsel","2.0"
"regelmässigt","1.0"
"motpoler","1.0"
"74 000","1.0"
"skrapa","2.0"
"stulits","1.0"
"plusposterna","3.0"
"länsgränser","1.0"
"straffvärde","2.0"
"rättssäkra","2.0"
"piloter?","1.0"
"anställningsstöden","2.0"
"skogsråvaran","1.0"
"omkostnader","1.0"
"anställningsstödet","4.0"
"backspegeln","1.0"
"rekonstruktion","1.0"
"långvarigt","2.0"
"antalet","85.0"
"kraftig","8.0"
"2017?","1.0"
"omfattas","9.0"
"tillsatte","18.0"
"utsvävningar","1.0"
"omfattar","4.0"
"näring","10.0"
"reform?","1.0"
"scoreboard","1.0"
"behållande","1.0"
"ostlänken","4.0"
"interpellationsdebatt","26.0"
"rödgrönrosa","6.0"
"agendan","5.0"
"långsiktigt","25.0"
"följdändringar","1.0"
"nybildad","1.0"
"omtyckt","1.0"
"beteenden","2.0"
"mitt","94.0"
"utvecklingen?","3.0"
"ofantligt","1.0"
"lättöverskådliga","1.0"
"ämnesområdena","1.0"
"samgåendemedel","1.0"
"kvartalsvis","1.0"
"rydh","1.0"
"själv","127.0"
"basverksamhet","1.0"
"bedömningsgrunden","1.0"
"hundratals","9.0"
"karlsson","2.0"
"skuldfällor","1.0"
"semantik","1.0"
"2015?","3.0"
"öresund","2.0"
"vaktmästare","1.0"
"sorterades","1.0"
"socialavgifterna","4.0"
"tillgodoseende","1.0"
"hemarbetet","1.0"
"klimatutmaningen","1.0"
"långsiktiga","20.0"
"maj","6.0"
"svb-form","1.0"
"skogsvårdslagstiftning","1.0"
"målet:","1.0"
"mao","1.0"
"man","3371.0"
"konstgödselskatt","1.0"
"poäng","9.0"
"mas","1.0"
"henne","11.0"
"mat","26.0"
"lågstadielärare","10.0"
"tortyrkommitté","1.0"
"max","1.0"
"regeringsarbetet","1.0"
"gränsdragning","2.0"
"vände","1.0"
"månaden","7.0"
"egen?","1.0"
"städer?","1.0"
"månader","25.0"
"oresonabelt","1.0"
"beställa","1.0"
"främja","12.0"
"tillsatta","2.0"
"brottslingar","3.0"
"låtsas","5.0"
"respekten","1.0"
"vackert","2.0"
"alkohollagstiftning","2.0"
"räkning","10.0"
"morgonen","6.0"
"strömbergs","1.0"
"bonus","3.0"
"införandet","8.0"
"utöva","9.0"
"transportsektor","1.0"
"gynna","4.0"
"demontera","1.0"
"amorteringskravet","1.0"
"mening","25.0"
"yrkeshögskolan","3.0"
"vända","18.0"
"ungdomsarbetsgivaravgift","1.0"
"regeringsperiod","1.0"
"formliga","1.0"
"datainspektionen","1.0"
"inkomst","9.0"
"belastning","1.0"
"citerar","5.0"
"figurerade","1.0"
"föreskriver","1.0"
"föreskrivet","1.0"
"jätteduktiga","2.0"
"bertelmans","3.0"
"beundrat","1.0"
"regeringsunderlag","2.0"
"lastbilsnäringen","1.0"
"millenniemål","1.0"
"dröjsmålet","1.0"
"trappa","2.0"
"tvångströjor?","1.0"
"mammorna?","1.0"
"regelförenkla","1.0"
"it-relaterade","3.0"
"sällskap","1.0"
"uppnås","2.0"
"uppnår","3.0"
"från","914.0"
"hårdföra","1.0"
"27 november","1.0"
"klimatutmaningar","1.0"
"springande","2.0"
"terroristangrepp","1.0"
"med","2682.0"
"flyktingmottagande","2.0"
"fanns","92.0"
"människosynen","1.0"
"undanhåller","1.0"
"men","1426.0"
"titta","93.0"
"mer","560.0"
"målens","1.0"
"samarbetsområdet","1.0"
"historielöst","1.0"
"sysselsättning?","2.0"
"fallolyckorna","3.0"
"rättsväsendets","4.0"
"löftessvek","1.0"
"upplevelsearrangemang","1.0"
"svavelutsläppen","1.0"
"regeringsbeslut","2.0"
"vapenlicensansökningarna","2.0"
"införlivas","1.0"
"statligt","11.0"
"handelsutbytets","1.0"
"2012:","1.0"
"vinstintresset","1.0"
"olovlig","1.0"
"nyvaknat","1.0"
"överprövade","1.0"
"stundtals","1.0"
"slutskede","1.0"
"materia","5.0"
"dialoger","2.0"
"forskningen","26.0"
"statliga","46.0"
"dialogen","4.0"
"tvångsmedel","2.0"
"formidabel","1.0"
"utretts","2.0"
"55-60","1.0"
"välståndsökningen","1.0"
"manifesterat","1.0"
"knappast","15.0"
"otillåtet","2.0"
"utgrävningarna","2.0"
"myndighetsövergripande","1.0"
"europaparlamentet","9.0"
"brandman","1.0"
"allra","47.0"
"flygtrafik.","1.0"
"diskriminerar","1.0"
"diskrimineras","1.0"
"diskriminerat","1.0"
"upphandla","1.0"
"moderate","1.0"
"diskhon","1.0"
"friskvårdsförmåner","1.0"
"mhf","1.0"
"underinvestering","1.0"
"husrannsakan","1.0"
"behandla","6.0"
"fånga","6.0"
"flood","1.0"
"bestäms","1.0"
"världssamfundet","2.0"
"bestämt","9.0"
"fjärrtåg","2.0"
"hörapparat","1.0"
"kategorin","1.0"
"alkoholpolitiken","2.0"
"lukrativt","1.0"
"omanovic","2.0"
"skolkonkurserna","1.0"
"flygtrafik","14.0"
"huvudstäderna","1.0"
"grundskolan","8.0"
"kommunalskatt","1.0"
"följaktligen","1.0"
"främst","35.0"
"samhällsprojekt","1.0"
"alliansfrihet?","1.0"
"mig","303.0"
"manligt","2.0"
"lägst","6.0"
"vinnare","3.0"
"sysselsättningseffekterna","7.0"
"vårdnadshavaren","1.0"
"mil","9.0"
"utsatt","14.0"
"min","327.0"
"öronmärkt","2.0"
"tillförde","5.0"
"såtillvida","3.0"
"kriminaliteten","3.0"
"fördröjning","2.0"
"utmaning","18.0"
"kompensera","11.0"
"närmade","2.0"
"slant","1.0"
"skogsmark","1.0"
"kursplaner","1.0"
"öronmärka","2.0"
"poängterade","2.0"
"stress</em>","1.0"
"vargrevir","2.0"
"interkontinentaltrafiken","1.0"
"tjänstemän","6.0"
"branschstöd","1.0"
"attackerna","1.0"
"folkhälsa","3.0"
"kläcks","2.0"
"rättssäker","4.0"
"marknadsföring","2.0"
"klangbotten","1.0"
"glida","3.0"
"nord-sydlig","1.0"
"snabbat","1.0"
"företags-","1.0"
"befann","1.0"
"regelförändringarna","1.0"
"kläcka","1.0"
"byggnadsnämnden","1.0"
"forskningsinfrastruktur","1.0"
"utredningsdirektiv","1.0"
"slags","11.0"
"engagemanget","3.0"
"lyckades","12.0"
"påstå","22.0"
"nordens","2.0"
"hamburgare","2.0"
"iaea:s","1.0"
"påkommande","1.0"
"kvalitetsplan","2.0"
"vittnats","1.0"
"innehåller","13.0"
"vapenhandlare","2.0"
"kvickt","1.0"
"innehållet","8.0"
"överensstämma","1.0"
"föräldrarna","5.0"
"längre","172.0"
"drivas","2.0"
"stockholmsuppgörelsen?","1.0"
"abort","1.0"
"lagarna","4.0"
"regulator","1.0"
"vapenmakt","2.0"
"vårdval","1.0"
"kände","9.0"
"överordnade","1.0"
"byggföretag","2.0"
"jätteproblem","1.0"
"kända","2.0"
"studierna","1.0"
"finansminister","50.0"
"klausul","1.0"
"gjorts","32.0"
"avreseorter","1.0"
"näringarna","5.0"
"alkoholskatterna","1.0"
"kontrollstationer","4.0"
"längst","13.0"
"realisera","1.0"
"80-85","1.0"
"refererade","3.0"
"eftersökes","1.0"
"behandlades","1.0"
"nordell","2.0"
"rysa","1.0"
"skygglapparna","1.0"
"18-64","3.0"
"rysk","2.0"
"kammare","23.0"
"riktiga","26.0"
"bebyggas","1.0"
"utsläppsminskningstakten","2.0"
"riktigt","114.0"
"jobbskapande","28.0"
"vandrar","1.0"
"rättegång","1.0"
"sällan","23.0"
"mod","1.0"
"nedmontera","1.0"
"svälja","1.0"
"wallrups","2.0"
"klagat","1.0"
"förskräckligt","2.0"
"revolution","1.0"
"energiinjektion","1.0"
"bråttom","1.0"
"relation","11.0"
"tillgänglig","6.0"
"snabbavvecklas","1.0"
"titel","1.0"
"mot","280.0"
"rättssäkerhet","2.0"
"utrikeshandels-","1.0"
"kortfakta","1.0"
"ledamoten","3.0"
"pekpinnar","2.0"
"bostadsrättsföreningar","2.0"
"gjort?","1.0"
"konjunkturnedgångar","1.0"
"behjälpliga","1.0"
"beror","40.0"
"hemmamarknad","1.0"
"identiskt","1.0"
"rationalisera","1.0"
"byggbolagen","3.0"
"huvudsak","15.0"
"lättvindigt","1.0"
"tonvikt","2.0"
"flygkapaciteten","1.0"
"företaget","6.0"
"vingårdsägare","1.0"
"företagen","55.0"
"hemskt","6.0"
"utfasningen","2.0"
"välvilligt","1.0"
"jämthund","1.0"
"renoverade","1.0"
"djupt","15.0"
"årskurs 3","1.0"
"möjligheterna","28.0"
"wallrup?","1.0"
"orkar","5.0"
"flaskhalsar","5.0"
"missuppfattning","2.0"
"stabilaste","1.0"
"innevarande","2.0"
"anslutningsgrad","1.0"
"inomhuspool?","1.0"
"tillägga","3.0"
"djupa","4.0"
"låglönejobbtröskeln","1.0"
"komplexiteten","1.0"
"federal","1.0"
"lotta","1.0"
"lägsta","15.0"
"3 000","4.0"
"motsvarigheten","1.0"
"rullar","2.0"
"delredovisning","1.0"
"utöka","7.0"
"deprimerande","1.0"
"lämplig","3.0"
"önskade","1.0"
"järnvägstrafiken?","1.0"
"försvarsindustrin","2.0"
"medlet","1.0"
"bevarandet","1.0"
"medlem","3.0"
"medlen","11.0"
"utrikeshandelns","1.0"
"kompensation","4.0"
"msb","2.0"
"prioriteringar","18.0"
"avslutande","6.0"
"närmast","14.0"
"200 000","6.0"
"påpekades","1.0"
"omotiverat","1.0"
"lastbil","12.0"
"eskilstuna","1.0"
"säkerligen","4.0"
"pensionsfrågan?","1.0"
"bostadsrättsföreningen","2.0"
"bemödade","1.0"
"lotto","3.0"
"världsbild","1.0"
"slapp","2.0"
"småskalig","2.0"
"närmare","27.0"
"polisreform","1.0"
"närmiljön","1.0"
"livelihood-utmärkelsen","1.0"
"reflekterar","1.0"
"etiska","1.0"
"ekonomisk-politisk","1.0"
"alliansens","109.0"
"överträdelse","1.0"
"karriärvägar","1.0"
"staxängs","1.0"
"ställningar","1.0"
"upprustad","1.0"
"överbrygga","3.0"
"summera","1.0"
"prejudikat","3.0"
"färdigsågade","1.0"
"sexuell","1.0"
"moderata","12.0"
"synliggöra","2.0"
"koalitionspartner","1.0"
"vidhålls","1.0"
"100 000","14.0"
"greens","4.0"
"existens","1.0"
"vårdgivare","8.0"
"slarv","1.0"
"ezelius","2.0"
"breddade","1.0"
"socialutskottet;","1.0"
"enskildheterna","1.0"
"omsorg","29.0"
"synliggörs","1.0"
"budgetpropositionen?","1.0"
"öde","1.0"
"lånade","3.0"
"stuprör","1.0"
"uppskattade","1.0"
"budgetpropositionen:","1.0"
"förening","2.0"
"bärighetsklasser","1.0"
"revidera","1.0"
"robustheten","2.0"
"hamnstatskontroller?","1.0"
"kompletteringen","2.0"
"eu:s","35.0"
"attentat","1.0"
"höjning","18.0"
"enström","1.0"
"medskick","12.0"
"orangea","1.0"
"tyckte","44.0"
"anmärkningsvärda","6.0"
"middagssällskap","1.0"
"heltid","4.0"
"säkerhetskrav","12.0"
"jag:","13.0"
"bevarandesidan","2.0"
"jag?","1.0"
"kärnprocesserna","1.0"
"springer","1.0"
"simulering","2.0"
"omprioritering","2.0"
