"party","FP"
"besvarat","1.0"
"riskerade","1.0"
"bildandet","1.0"
"verkställs","1.0"
"besvaras","1.0"
"tyckt","1.0"
"tycks","3.0"
"grannland","1.0"
"grundval","3.0"
"regeringsskifte","1.0"
"80 procent","1.0"
"nyproduktionen","1.0"
"avsikter","1.0"
"oss","59.0"
"yrkeseleverna","2.0"
"svänger","1.0"
"paragrafen","1.0"
"retorik","2.0"
"förda","2.0"
"problem","38.0"
"fördömande","1.0"
"fruktan","1.0"
"obehaglig","2.0"
"erbjuds","2.0"
"kasta","2.0"
"osäkerhetsregeringens","2.0"
"framdeles?","1.0"
"tonnageskatten","1.0"
"vällovliga","1.0"
"betänkande","2.0"
"erbjuda","5.0"
"värnpliktsspåret","1.0"
"landshövdingen","1.0"
"förde","6.0"
"saudiarabien","10.0"
"noll","1.0"
"innovativa","1.0"
"officiella","3.0"
"alliansregeringens","6.0"
"oron","5.0"
"generaldirektören","1.0"
"vällovligt","2.0"
"tvåstatslösning","10.0"
"utan","105.0"
"informera","1.0"
"hämmande","1.0"
"innovativt","1.0"
"genomsnittet","1.0"
"bokstavligen","1.0"
"reglera","1.0"
"yttranden","1.0"
"utgångspunkt","5.0"
"söka","7.0"
"bostadspolitiken","2.0"
"lider","2.0"
"förtjänst","1.0"
"långtidsarbetslösa","2.0"
"konsekvenserna","4.0"
"centraleuropa","1.0"
"faktum","6.0"
"engagerade","2.0"
"demonstranterna","3.0"
"höja","12.0"
"höjd","1.0"
"tjänsten","2.0"
"vräkningsförfarande","1.0"
"minimum","3.0"
"tjänster","5.0"
"nord","1.0"
"träffas","5.0"
"träffat","3.0"
"data","1.0"
"icke-flexibla","1.0"
"friskoleöverenskommelsen","4.0"
"ungdomar?","1.0"
"betytt","1.0"
"däremot","8.0"
"skadliga","1.0"
"energieffektivisera?","1.0"
"sunni","2.0"
"sanktionspolitiken","1.0"
"träskmarker","1.0"
"håll","12.0"
"träffar","5.0"
"sanningen","2.0"
"utrikespolitiska","1.0"
"rätten","2.0"
"återanknyta","1.0"
"kritiserar","2.0"
"lärandet","1.0"
"likt","2.0"
"förbisprungen","1.0"
"nyproduktion","7.0"
"kritiserat","5.0"
"kunskapsbransch","1.0"
"riskkapitalbolag","1.0"
"tusentals","3.0"
"eductus","1.0"
"brist","1.0"
"lika","20.0"
"behöriga","4.0"
"landshövdingar","1.0"
"mesta","2.0"
"intervjun?","2.0"
"noterade","4.0"
"föreligger","1.0"
"stoppades","1.0"
"blod","2.0"
"kunskapsnivåer","1.0"
"tredjedel","5.0"
"höll","4.0"
"skadligt","2.0"
"60-talet","1.0"
"företeelse","1.0"
"årsrapport","1.0"
"citybanan","2.0"
"saknats","1.0"
"wanngård","1.0"
"faktor","3.0"
"tycker","110.0"
"utredningen","18.0"
"lekplatser","1.0"
"regimer","1.0"
"boskap","1.0"
"regimen","9.0"
"färdig","1.0"
"kön","1.0"
"kör","1.0"
"reell","1.0"
"byråkratiska","2.0"
"aviserades","1.0"
"ungerns","1.0"
"samhällsproblem","3.0"
"kapacitetstak","1.0"
"förvänta","1.0"
"byråkratiskt","2.0"
"sultan","1.0"
"snar","1.0"
"upphörde","1.0"
"kvinnligt","2.0"
"stadsdelar","1.0"
"moderna","2.0"
"teknik","4.0"
"fåtal","1.0"
"socialförsäkringsministern","13.0"
"konsumenternas","2.0"
"godkänd","1.0"
"utgå","1.0"
"myndighet","4.0"
"obligatorisk","2.0"
"höra","30.0"
"utsläpp","1.0"
"socialförsäkringsministern:","1.0"
"utforma","4.0"
"neutral","1.0"
"befriande","1.0"
"afrika","1.0"
"fungera","7.0"
"gillar","2.0"
"överallt","2.0"
"valdagen","3.0"
"sistlidna","1.0"
"också?","1.0"
"nådde","1.0"
"förmågan","1.0"
"sång","1.0"
"också:","1.0"
"livslång","1.0"
"möjligtvis","3.0"
"rikare","1.0"
"otydlig","4.0"
"riksrevisionen","3.0"
"förklarar","1.0"
"hårt","6.0"
"obligatorium","3.0"
"oförmånligt","1.0"
"tillväxten","7.0"
"initiativ","7.0"
"förstärka","7.0"
"bostadslån","1.0"
"urbana","1.0"
"definitionerna","1.0"
"myndighetsanalys","1.0"
"procent","42.0"
"kontinuerlig","1.0"
"höst","1.0"
"jaltaöverenskommelser","1.0"
"hört","6.0"
"veckor","9.0"
"enorm","2.0"
"värdighet","1.0"
"hetat","2.0"
"flygplats","74.0"
"initierades","1.0"
"vinnova?","1.0"
"glädjande","3.0"
"hotell-","1.0"
"parlamentarikergrupp","1.0"
"huvudargument","2.0"
"fossilfritt","1.0"
"beslut","60.0"
"bekämpandet","1.0"
"kvinnliga","3.0"
"liberal","2.0"
"innovationer","2.0"
"andersson?","3.0"
"utom","1.0"
"löneskatten","3.0"
"skolor","10.0"
"lyckade","1.0"
"bortröstade","1.0"
"jourpasset","1.0"
"öka.","1.0"
"givetvis","7.0"
"acceptansen","1.0"
"lita","2.0"
"kontroll","2.0"
"lite","76.0"
"tillvarata","1.0"
"par","16.0"
"berätta","6.0"
"bostadsbebyggelse","1.0"
"oroliga","2.0"
"maskinbranschen","1.0"
"verktyg","3.0"
"proportionalitet","1.0"
"analyser","1.0"
"beskedet","5.0"
"ambassaden","1.0"
"halvan","1.0"
"utrikespolitik","3.0"
"muslimerna","1.0"
"kubadebatten","1.0"
"utsattheten","1.0"
"forskarna","7.0"
"folks","2.0"
"fördröjs","1.0"
"pbl","1.0"
"nämnas","1.0"
"skollagen","4.0"
"vinnovas","2.0"
"styrelser","1.0"
"kristdemokrater","1.0"
"kvinnorna","4.0"
"protesterar","1.0"
"protesterat","1.0"
"potatis","1.0"
"anderssons","2.0"
"höjningen","1.0"
"fatah","1.0"
"utkonkurrerade","2.0"
"eu-direktiv","1.0"
"huvudsakliga","1.0"
"wallmark","1.0"
"bullerreglerna","3.0"
"intäkter","1.0"
"kärnkraftsreaktorer","2.0"
"meddelandet","1.0"
"förespeglar","1.0"
"förhandlingarna","6.0"
"intresserat","1.0"
"felaktig","2.0"
"intresserar","2.0"
"avseende","3.0"
"utskottet","1.0"
"förutsättningarna","3.0"
"innehåll","1.0"
"intresserad","4.0"
"innehöll","1.0"
"näringsrik","1.0"
"46 000","1.0"
"vetenskapliga","11.0"
"tjatar","1.0"
"sammanträde","1.0"
"prövning","3.0"
"energieffektivt","1.0"
"there","1.0"
"ramarna","1.0"
"fylligt","1.0"
"framförts","1.0"
"arbetslöshetsstatistiken","1.0"
"ansåg","4.0"
"utse","8.0"
"raderna","2.0"
"debattörer","2.0"
"hyreskontrakt","1.0"
"subsidiaritetskravet?","1.0"
"framme","1.0"
"vårdnadsbidraget","4.0"
"okonkret","1.0"
"utvisningsbeslut","1.0"
"per","15.0"
"pet","1.0"
"period","2.0"
"texter","1.0"
"eu-vänner","1.0"
"brottsutsatta","1.0"
"spegling","1.0"
"månaderna","1.0"
"syvende","1.0"
"tveksamheter:","1.0"
"nämner","12.0"
"betona","1.0"
"israel-palestina","1.0"
"bygder","1.0"
"integration","3.0"
"universitetet","2.0"
"kriget","5.0"
"förtroendet","1.0"
"genomför","5.0"
"obama","2.0"
"piskrapp","1.0"
"självklarhet","2.0"
"modeller","1.0"
"redovisar","1.0"
"redovisat","1.0"
"kompromiss","2.0"
"avvecklades","1.0"
"riksdagsledamot","1.0"
"väcker","4.0"
"modellen","2.0"
"ökar","3.0"
"utsattas","1.0"
"fullmäktige?","1.0"
"ökat","16.0"
"kompetensförsörjningsfrågan","1.0"
"sagt:","2.0"
"jätteglada","1.0"
"predikar","1.0"
"fundersam:","1.0"
"robust","2.0"
"sjukvårdsministern","4.0"
"ökad","18.0"
"riskerna","2.0"
"nämnde","9.0"
"stämmer","5.0"
"skräckpropaganda","1.0"
"avlägsna","1.0"
"kopplade","1.0"
"län","2.0"
"andra:","1.0"
"läs","2.0"
"andra?","1.0"
"lär","6.0"
"frukt","1.0"
"surfa","1.0"
"pensionsavgångar","2.0"
"yrkesskickligheten","1.0"
"tempo","5.0"
"motiv","2.0"
"98 000","1.0"
"invånarna","2.0"
"låg","7.0"
"italien","1.0"
"låt","22.0"
"lågmäld","1.0"
"lås","1.0"
"stock","2.0"
"gång?","1.0"
"vetenskapsmännen","3.0"
"sågade","1.0"
"intellektuella","1.0"
"merkostnad","1.0"
"antingen","6.0"
"framförhandlad","1.0"
"landshövdingens","1.0"
"exploateringsavtalen?","1.0"
"karolinska","1.0"
"reportaget","2.0"
"absolut","8.0"
"förpliktelser","5.0"
"vårdnadsbidrag","2.0"
"kortas","3.0"
"enkät","1.0"
"kubaner?","1.0"
"tagits","2.0"
"arbetsutbudet","1.0"
"bostadspolitik","2.0"
"bostadsbrist","1.0"
"jobbpolitiken","1.0"
"nätverk","1.0"
"offentliga","8.0"
"entreprenörer","1.0"
"priset","1.0"
"domstol","1.0"
"priser","1.0"
"utbud","1.0"
"konventionen?","1.0"
"pragmatisk","4.0"
"rättssamhälle","1.0"
"områden","24.0"
"socialförsäkringsministerns","1.0"
"skull","1.0"
"utsattes","1.0"
"män?","1.0"
"nickade","1.0"
"yttrande","2.0"
"alliansen","15.0"
"makar","1.0"
"området","11.0"
"uttryck","6.0"
"utvärderats","1.0"
"närma","2.0"
"våldshandlingar","1.0"
"inget","26.0"
"tioåriga","1.0"
"ingen","41.0"
"sahara","1.0"
"jessica","1.0"
"abortkliniker","1.0"
"institutioner?","1.0"
"uthyrning","1.0"
"välfärdsbolagen","1.0"
"partinära","1.0"
"apparatur","1.0"
"aktuellt","3.0"
"angav","6.0"
"rehabilitering","1.0"
"terroristorganisationer","3.0"
"bedriver","6.0"
"äldreboende","1.0"
"landet","33.0"
"träffade","1.0"
"spelade","1.0"
"skattesänkningar","2.0"
"kvalitet","9.0"
"förstärkningar","1.0"
"aktuella","2.0"
"inflytande","4.0"
"hette","2.0"
"givit","1.0"
"byggnader","1.0"
"mäns","3.0"
"dragkampen","2.0"
"drivkraft","2.0"
"rödgröna","18.0"
"medier","3.0"
"rustas","1.0"
"riktvärden","2.0"
"peka","1.0"
"söder?","1.0"
"tacksamma","1.0"
"facto","4.0"
"införstådda","1.0"
"skolpolitikens","1.0"
"stanna","5.0"
"utslagning","1.0"
"oslo","1.0"
"modifiering","5.0"
"rödgrönt","1.0"
"sammanställning","1.0"
"bära","1.0"
"givet","1.0"
"palestinierna","13.0"
"rutiner","2.0"
"varandra","6.0"
"helms-burton-lagen","1.0"
"värnpliktens","1.0"
"dissidenter","1.0"
"byråkrater","4.0"
"svensson","4.0"
"varnar","1.0"
"fyra","23.0"
"varnat","1.0"
"inrikesministern","8.0"
"sjöfartsnäringen","1.0"
"förmågor","1.0"
"valideringssystem","3.0"
"mannen","6.0"
"innehållet?","1.0"
"senaste","20.0"
"därmed","17.0"
"larsson","10.0"
"undertecknade","1.0"
"smith","3.0"
"exilkubanerna","1.0"
"hållningen","1.0"
"landar","2.0"
"lyckats","5.0"
"landat","1.0"
"bäst","1.0"
"hittade","1.0"
"fatta","7.0"
"värst","1.0"
"jämfört","3.0"
"skolvärlden","2.0"
"återkommande","3.0"
"solidariskt","1.0"
"miljömässiga","1.0"
"hyresmarknaden","4.0"
"lyckligtvis","1.0"
"moské","2.0"
"förskollärare","1.0"
"kraftverken","1.0"
"bildäck","1.0"
"födda","10.0"
"resultat?","1.0"
"miljömässigt","1.0"
"mångfald","3.0"
"stått","6.0"
"alltså","45.0"
"alliansfria","1.0"
"frysas.","1.0"
"maritima","1.0"
"ygeman","13.0"
"kommissionens","3.0"
"närheten","3.0"
"ramar","1.0"
"totalförbjudas","1.0"
"tragiskt","1.0"
"ligga","11.0"
"gråkappa","1.0"
"landskapet","1.0"
"avhopp","6.0"
"socialdemokratisk","6.0"
"hurdana","1.0"
"skicklighet","1.0"
"tragiska","2.0"
"terrordåd","1.0"
"beslutsfattare","4.0"
"veckan","1.0"
"värre","2.0"
"väldig","2.0"
"yrkesutbildningssidan","1.0"
"kärnvapenattacker","1.0"
"yrkeskategori","1.0"
"mätt","1.0"
"fungerar","24.0"
"journalister","3.0"
"fungerat","1.0"
"sverigedemokraterna","1.0"
"annonserats","1.0"
"mäta","4.0"
"brommafrågan","1.0"
"strömmar","1.0"
"sjön","1.0"
"avslutningsvis","1.0"
"förändringar","12.0"
"ansökningar","2.0"
"kulturhistoria","1.0"
"onödan?","1.0"
"program","5.0"
"rörigare","1.0"
"etableringstiden","1.0"
"besättas","1.0"
"slutsatserna","1.0"
"rubrik","1.0"
"integrationsinsatserna","1.0"
"luftfartsverket","1.0"
"jämförelser","1.0"
"huvudmannaskapet","3.0"
"ryske","4.0"
"jämförelsen","1.0"
"ryska","5.0"
"irak","14.0"
"lindra","2.0"
"fackförbund","1.0"
"bejakande","1.0"
"underskott","1.0"
"innehållsliga","1.0"
"branscherna","2.0"
"ramen","6.0"
"pedagogisk","2.0"
"förebild","2.0"
"arbetsorientering","1.0"
"alltifrån","1.0"
"löftena","2.0"
"jude","1.0"
"föredragande","2.0"
"sätts","2.0"
"ett-projektet","1.0"
"cykla","1.0"
"jämställdhet","10.0"
"grovt","3.0"
"bekvämt","1.0"
"januari","2.0"
"uppnåddes:","1.0"
"sträcka","1.0"
"svensk","38.0"
"besök","4.0"
"barack","1.0"
"överbelastad","1.0"
"avskiljas","1.0"
"mosul","9.0"
"slutlevererad","2.0"
"medlemmar","6.0"
"sjösätts","1.0"
"sammanhanget","13.0"
"nämnts","3.0"
"kritisera","5.0"
"tillsatt","1.0"
"grova","6.0"
"strider","1.0"
"permanent","2.0"
"eu-kretsen","6.0"
"skolan","33.0"
"bakom","18.0"
"ståndpunkt","2.0"
"orimligt","4.0"
"vidareutbilda","1.0"
"manipulerat","1.0"
"underkända","1.0"
"pakistan","1.0"
"ålderdom","1.0"
"sammanhang","12.0"
"äger","4.0"
"militäruniform","1.0"
"demokratiskt","3.0"
"förstärkningen","1.0"
"tänka","16.0"
"sektor","7.0"
"mönster","1.0"
"snäll","1.0"
"frågeställning","1.0"
"jämställdheten","1.0"
"tack","27.0"
"belysa","1.0"
"lön","3.0"
"förbättrar","1.0"
"ägda","1.0"
"påpekar","6.0"
"tänkt","14.0"
"ägde","1.0"
"självkritik","2.0"
"utnyttja","2.0"
"lämna","18.0"
"betraktar","1.0"
"elektroniska","3.0"
"underlättas","1.0"
"underlättar","1.0"
"bostadsminister","1.0"
"världsutvecklingen","1.0"
"förfäktar","1.0"
"gynnsamt","1.0"
"utser","2.0"
"sätta","12.0"
"hänvisat","1.0"
"häromdagen","4.0"
"inriktning","5.0"
"september","4.0"
"medeltungt","1.0"
"halvtidsrapport","1.0"
"ståndpunkter","1.0"
"visade","4.0"
"presenterat","4.0"
"förnekelsefas","1.0"
"medeltunga","1.0"
"process","11.0"
"sammansättningar","1.0"
"inställningen","1.0"
"muntliga","1.0"
"dödlig","1.0"
"riskerar","8.0"
"heter","8.0"
"18-åringar","1.0"
"hänvisar","14.0"
"demokratiska","16.0"
"sätt?","1.0"
"funkade","2.0"
"jong-un","1.0"
"kollade","1.0"
"glad","6.0"
"glömt","1.0"
"muntligt","1.0"
"återvänder","1.0"
"elevunderlag","3.0"
"trollhättan","3.0"
"fasen","1.0"
"spelrum","1.0"
"lämnade","8.0"
"bostadssituationen","3.0"
"eu-nivå","8.0"
"gatorna","2.0"
"frihetsreformerna","1.0"
"doktrin","1.0"
"ljuset","1.0"
"infrastrukturfrågor","1.0"
"sms:en","1.0"
"like-minded","1.0"
"nyanlända","8.0"
"leken","1.0"
"leker","2.0"
"omedelbart","2.0"
"välgrundad","1.0"
"utrikes","11.0"
"skatten","10.0"
"amerikanska","8.0"
"skatter","4.0"
"därifrån","4.0"
"databaser","2.0"
"amerikanskt","1.0"
"torsdag","1.0"
"rekommendationerna","7.0"
"juli","2.0"
"sverige","239.0"
"moraliskt","1.0"
"jämförelse","6.0"
"orörda","1.0"
"lissabonfördragets","1.0"
"tage","1.0"
"al-baghdadi","3.0"
"fick","35.0"
"rättigheter?","1.0"
"kravet?","1.0"
"anmält","1.0"
"bakvänt","1.0"
"förtydligande","4.0"
"saklig","1.0"
"hjälpa","7.0"
"moraliska","1.0"
"sparken","1.0"
"omkrets","1.0"
"årskull","2.0"
"delvis","16.0"
"peter","10.0"
"skäl","10.0"
"vattenkraften","1.0"
"passiv","3.0"
"sträckan","2.0"
"spara","2.0"
"traineeplatserna","1.0"
"spelare","1.0"
"rankningar","1.0"
"jämställdhetsanalys","1.0"
"slutligt","1.0"
"avgörande","15.0"
"kostnadsbilden","1.0"
"maldonado","3.0"
"värde","1.0"
"valmöjligheter","1.0"
"reformerad","1.0"
"materiel","1.0"
"pedagogiska","2.0"
"försvarsminister","1.0"
"betänkandet","1.0"
"juni","3.0"
"erkännande","2.0"
"problembeskrivning","2.0"
"problematiken?","1.0"
"tals","1.0"
"arbetslöshet","1.0"
"myndigheter","23.0"
"myndigheten","25.0"
"tala","16.0"
"förutsätter","7.0"
"angreppshot","1.0"
"ägna","3.0"
"takt","2.0"
"rådets","1.0"
"oecd-länder","1.0"
"planet","1.0"
"upphandlingar","3.0"
"planer","2.0"
"ullenhag","1.0"
"passar","1.0"
"2000","1.0"
"energikommission","1.0"
"både","41.0"
"lösning","7.0"
"planen","1.0"
"hedersrelaterade","1.0"
"gemensamt","3.0"
"båda","2.0"
"nordenminister","1.0"
"gläds","1.0"
"värd?","1.0"
"vilar","2.0"
"traineer","1.0"
"2011","7.0"
"individer","3.0"
"2010","1.0"
"individen","1.0"
"2009","2.0"
"2008","1.0"
"redogöra","1.0"
"2006","8.0"
"linköping","12.0"
"kvällen","2.0"
"2005","3.0"
"2004","1.0"
"förkunskaper","2.0"
"tror","107.0"
"2002","2.0"
"inrikesflyg","2.0"
"matematikskola","1.0"
"just","77.0"
"stramas","1.0"
"skymningsläge","1.0"
"preventell","1.0"
"hon:","2.0"
"jakob","3.0"
"banbrytande","1.0"
"välfärdssatsningar","1.0"
"gammal","1.0"
"2022","1.0"
"optimerar","1.0"
"tillbaka","54.0"
"tron","2.0"
"2020","1.0"
"delegeras","1.0"
"delegerar","1.0"
"företagarna","1.0"
"2019","1.0"
"2017","1.0"
"material","2.0"
"2016","6.0"
"2015","11.0"
"2014","16.0"
"2013","5.0"
"holm","4.0"
"stifta","1.0"
"avgångna","1.0"
"natos","1.0"
"sången","1.0"
"eu-kommissionen","2.0"
"departement","3.0"
"bergheden","2.0"
"arbetskraften","1.0"
"trave","1.0"
"ledarna","8.0"
"hellre","2.0"
"kommunfullmäktige","1.0"
"läkare","15.0"
"förövare","1.0"
"2030","1.0"
"interpellationssvaret","8.0"
"förståelse","2.0"
"eu-sanktionerna","1.0"
"livscykelperspektivet","1.0"
"budgetarbetet","1.0"
"sjukskrivningarna","1.0"
"fanatiska","1.0"
"koalitionspartiet","1.0"
"nooshi","1.0"
"medlemsstater","1.0"
"bispår","1.0"
"transporterna","1.0"
"hong","3.0"
"matförsörjningen","1.0"
"institutioner","9.0"
"2038","1.0"
"män","14.0"
"antagningen","1.0"
"familjesplittring","1.0"
"kvinnors","9.0"
"kämpat","1.0"
"kämpar","1.0"
"rondell","1.0"
"syrianer","4.0"
"natur","2.0"
"hårdare","2.0"
"bekämpningsmässiga","1.0"
"försvarspropositionen","2.0"
"någonsin","3.0"
"tidsgränsen","3.0"
"robert","4.0"
"tillföra","1.0"
"mål","6.0"
"teoretisera","3.0"
"mån","1.0"
"förändra","2.0"
"mår","1.0"
"operativt","1.0"
"vägkarta","4.0"
"domedagen","1.0"
"promemorian?","1.0"
"värna","3.0"
"mekanismer","1.0"
"avvägningar","1.0"
"positiva","9.0"
"skilda","1.0"
"ockuperar","1.0"
"frysningen?","1.0"
"priserna","1.0"
"hopp","1.0"
"områdena","2.0"
"stött","1.0"
"botten","9.0"
"uppfattat","3.0"
"uppfattas","1.0"
"uppfattar","6.0"
"överstatliga","1.0"
"åhörare","1.0"
"hota","2.0"
"sinai","1.0"
"branschen","5.0"
"levererar","1.0"
"levereras","1.0"
"levererat","1.0"
"avvägning","1.0"
"viktigare","5.0"
"värld","8.0"
"definitiva","1.0"
"kammaren","29.0"
"hanteringen","2.0"
"återgiven","1.0"
"förmögenhet","2.0"
"vill?","1.0"
"fattade","8.0"
"mån?","1.0"
"vilka","49.0"
"flygplats?","2.0"
"vilja","39.0"
"skilja","1.0"
"hot?","1.0"
"beställde","1.0"
"sysselsättningsgrad","1.0"
"upprätta","2.0"
"ifau:s","1.0"
"arbetsmarknadsavdelningarna","1.0"
"pettersson","4.0"
"bussgator","1.0"
"skallar","1.0"
"hinder.","1.0"
"konkurrenskraften","1.0"
"position","3.0"
"segdragit","1.0"
"definitivt","8.0"
"relatera","1.0"
"konstatera","17.0"
"analytiker","1.0"
"plikten","4.0"
"viktigast","2.0"
"apropå","1.0"
"subvention","1.0"
"facknämnd","2.0"
"jaktbar","1.0"
"utformar","2.0"
"förhandlad","2.0"
"tolkningen","1.0"
"summan","1.0"
"icke-marginella","1.0"
"abbas","15.0"
"försvarbart","1.0"
"galna","1.0"
"diktatur.","1.0"
"ville","20.0"
"processer","2.0"
"halverad","1.0"
"fint","1.0"
"processen","16.0"
"spelregler","3.0"
"stöpa","1.0"
"industritekniska","1.0"
"finn","1.0"
"påpeka","4.0"
"bevissvårigheterna","1.0"
"förhandlat","2.0"
"förhandlas","2.0"
"individualisera","1.0"
"läggas","7.0"
"ledares","1.0"
"friskoleansökningar","2.0"
"beklagar","2.0"
"krigssituationer","1.0"
"förklaringar","1.0"
"präglas","1.0"
"nedrustningsfrågorna","1.0"
"fastighetsägarna","3.0"
"köksbordet","1.0"
"ledaren","1.0"
"72 000","1.0"
"sökande","1.0"
"förbjuden","1.0"
"mycket","219.0"
"förbjuder","1.0"
"eu-positiva","1.0"
"hoppa","2.0"
"sjukförsäkringen","4.0"
"upplevt","2.0"
"ämbetsmannaregering","1.0"
"natten","2.0"
"kommissionen","1.0"
"beskriva","5.0"
"föregående","3.0"
"globala","1.0"
"timmar","13.0"
"förbindelse","1.0"
"äldreboenden","1.0"
"tiger","1.0"
"uppleva","2.0"
"arbetsgivarverket","1.0"
"ämbeten","1.0"
"helikopterflottiljen","1.0"
"modernitet","1.0"
"miljöskäl","1.0"
"komplettera","1.0"
"återinföra","1.0"
"vittna","1.0"
"länsstyrelsens","2.0"
"protesterna","3.0"
"tappa","1.0"
"partierna","4.0"
"trafikinformation","1.0"
"allvar","8.0"
"oroar","2.0"
"bägge","1.0"
"fasta","4.0"
"brådskar","1.0"
"framtida","7.0"
"tjänsteman","1.0"
"gamla","8.0"
"avtalet","9.0"
"rättare","1.0"
"utomhus","1.0"
"beslutsfattandet","1.0"
"ställa","16.0"
"mött","1.0"
"arbetsmarknadsministerposten","1.0"
"möts","1.0"
"stenarna","1.0"
"kraftfullt","2.0"
"myndigheterna","8.0"
"möta","4.0"
"majoritetsregering","1.0"
"ställe","3.0"
"kvalitetskrav","1.0"
"möte","1.0"
"substansen","1.0"
"ambitioner","12.0"
"substanser","1.0"
"vältrar","1.0"
"ambitionen","5.0"
"ställt","16.0"
"beslutet:","1.0"
"ställs","3.0"
"riktig","1.0"
"tigga","1.0"
"efsa","4.0"
"snabba","9.0"
"poängen","3.0"
"röstade","3.0"
"universitets-","2.0"
"rädd","3.0"
"intentioner","1.0"
"bekämpa","5.0"
"lägger","15.0"
"högst","1.0"
"stålbad","1.0"
"beröm","1.0"
"riktar","3.0"
"farhågor","1.0"
"förbjudit","2.0"
"instruktionsstruktur","1.0"
"positivt","19.0"
"representerade","1.0"
"sysselsättningen","8.0"
"effektiviteten","1.0"
"berör","5.0"
"betalar","6.0"
"sköt","2.0"
"betalat","1.0"
"skolgång","1.0"
"högre","15.0"
"besökarna","1.0"
"därhän","2.0"
"fast?","1.0"
"intensitet","1.0"
"inställda","1.0"
"högskolebehörighet","3.0"
"bröderna","1.0"
"mått","2.0"
"drabbades","3.0"
"motstridigt","1.0"
"försvann","1.0"
"byggets","1.0"
"föreslog","3.0"
"biståndet?","1.0"
"krigat","3.0"
"rättsordning","2.0"
"motstridiga","2.0"
"fagersta","1.0"
"underkant","1.0"
"morot","1.0"
"medlemsstaterna","3.0"
"kvar:","1.0"
"tolkade","2.0"
"regim","1.0"
"medeltida","1.0"
"friskolekommittén","2.0"
"komplicerade","1.0"
"landningar","1.0"
"definition","1.0"
"torget","1.0"
"flygplatsens","1.0"
"sharialagarna","1.0"
"beskrivning","1.0"
"ku-anmälningen","1.0"
"fundamenta","1.0"
"fackföreningsledare","4.0"
"beläggs","1.0"
"stockhaus","3.0"
"ansökt","1.0"
"kvar?","2.0"
"förhoppningsvis","3.0"
"otacksam","2.0"
"defensiva","1.0"
"erkänner","4.0"
"effektivitets-","1.0"
"flygverksamheten","1.0"
"venezuela","1.0"
"samarbetar","1.0"
"marginalskatten","3.0"
"järnväg","5.0"
"marginalskatter","7.0"
"al-hasakah","1.0"
"försvara","5.0"
"johansson","15.0"
"turismprogrammet","1.0"
"yrkesinriktad","1.0"
"exporterar","1.0"
"kluster","1.0"
"fokus","12.0"
"dyrare","15.0"
"försvars","1.0"
"oavsett","16.0"
"risker","7.0"
"åker","5.0"
"återkopplas","1.0"
"blivit","10.0"
"risken","5.0"
"terroristorganisation","4.0"
"programvaruutveckling","2.0"
"bostadsbyggandet","13.0"
"kollektivtrafiken","2.0"
"hundralappen","1.0"
"eftersträvar","1.0"
"förordningen","2.0"
"villkoren","2.0"
"felskär","1.0"
"markerar","2.0"
"kvinnofälla","2.0"
"genomföras","3.0"
"nyanlända?","2.0"
"grupper","2.0"
"gruppen","3.0"
"tonnageskatt?","1.0"
"fastighetsmarknaden","1.0"
"kärna","2.0"
"kopplingen","5.0"
"tillhörde","1.0"
"skolinspektionen","5.0"
"försvarssamarbete","2.0"
"användningen","2.0"
"agenda","3.0"
"snabbt","18.0"
"checkpoint","1.0"
"tillräcklig","4.0"
"stalkningsparagrafen","1.0"
"beslutanderätt","1.0"
"genomförde","6.0"
"valberedningsprocessen","1.0"
"samordning","2.0"
"uttalandet","2.0"
"uttalanden","12.0"
"förklaringen","1.0"
"samarbeten","3.0"
"struktur","1.0"
"heller","22.0"
"hultqvists","1.0"
"bortrövats","1.0"
"vägval","1.0"
"samarbetet","4.0"
"alldeles","12.0"
"legendariska","1.0"
"kärnan","2.0"
"föredragit","1.0"
"militär","3.0"
"fortbildningsinsatser","1.0"
"skadan","1.0"
"nyanländas","2.0"
"spade","2.0"
"slängas","1.0"
"omvärldens","1.0"
"föreslagit?","1.0"
"lättförståeligt","1.0"
"magdalena","26.0"
"rättsordningen","1.0"
"1 000","1.0"
"riktlinjerna","1.0"
"villor","1.0"
"byggande","7.0"
"landsbygdsministern","11.0"
"genetisk","5.0"
"påskyndar","1.0"
"problematiken","4.0"
"funktionshinder","1.0"
"folkets","1.0"
"terrorism","2.0"
"sträcker","1.0"
"kärnkraften","5.0"
"prövningsprocesser","1.0"
"enheterna","1.0"
"riktningen","3.0"
"ledare?","1.0"
"galenskapen","3.0"
"osloavtalet","1.0"
"gäng","1.0"
"argumentation","1.0"
"isis","6.0"
"förändringsprocess","1.0"
"försvar","4.0"
"företagsamheten","2.0"
"reserverar","3.0"
"trötta","2.0"
"16-17","2.0"
"bosättningskapaciteten","1.0"
"konstaterad","1.0"
"världskultur","4.0"
"genomförandet","1.0"
"händelserna","1.0"
"eu-närmande","1.0"
"småland","1.0"
"kulturella","1.0"
"eskalerande","1.0"
"klimatförsämringar","1.0"
"rad","19.0"
"konstaterar","8.0"
"konstateras","3.0"
"konstaterat","2.0"
"svarade","4.0"
"sorts","10.0"
"samordningsansvar","1.0"
"ram","1.0"
"flygperspektivet","1.0"
"egentligen?","1.0"
"muslimer","2.0"
"8 procent","3.0"
"mikaela","1.0"
"egentligen:","1.0"
"genomgå","1.0"
